2/2/2022/1:01:45 PM	6003	10	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.13	NaN	NaN	0.000	0.00	0.00	NaN	13.13	233.1	-12.096	0.850	88.80	85.82	87.41	13.13	1.1	-1.086	0.012	100.65	97.47	99.09	13.13	5.7	-6.501	0.406	90.98	88.29	89.70	12.95	10.3	-11.812	0.816	91.48	88.36	89.84	12.95	9.8	-11.239	0.696	95.01	91.97	93.58	12.95	-7.0	0.371	0.004	98.88	97.40	98.20	12.95	13.13	20.00	0.10	12.95	20.00	0.10
2/2/2022/1:11:45 PM	6603	11	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.13	NaN	NaN	0.000	0.00	0.00	NaN	13.13	199.2	-10.426	0.824	86.66	84.14	85.48	13.13	0.5	-0.506	0.002	100.30	97.54	98.90	13.13	2.3	-2.450	0.084	90.37	87.85	89.03	12.94	8.3	-9.334	0.761	89.55	86.87	88.10	12.94	7.2	-8.131	0.547	93.63	90.57	91.91	12.94	10.1	-0.326	0.008	98.89	97.49	98.19	12.94	13.13	20.00	0.10	12.94	20.00	0.10
2/2/2022/1:21:45 PM	7203	12	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.13	NaN	NaN	0.000	0.00	0.00	NaN	13.13	179.6	-9.849	0.789	84.92	82.51	83.70	13.13	-0.1	-0.434	0.000	100.50	96.76	98.78	13.13	2.2	-2.731	0.090	89.84	87.32	88.62	12.93	6.7	-7.899	0.649	87.59	85.45	86.39	12.93	6.4	-7.546	0.465	92.05	89.24	90.69	12.93	-11.7	0.343	0.011	98.99	97.32	98.15	12.93	13.13	20.00	0.10	12.93	20.00	0.10
2/2/2022/1:31:45 PM	7803	13	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.14	NaN	NaN	0.000	0.00	0.00	NaN	13.14	NaN	NaN	0.000	83.47	79.86	NaN	13.14	-0.1	-0.037	0.000	100.28	97.40	98.71	13.14	3.9	-4.669	0.283	89.12	86.68	87.81	12.95	8.6	-9.999	0.795	86.28	83.73	85.15	12.95	6.2	-7.232	0.515	90.60	88.08	89.36	12.95	5.9	-0.467	0.002	98.89	97.26	98.05	12.95	13.14	20.00	0.10	12.95	20.00	0.10
2/2/2022/1:41:45 PM	8403	14	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.12	NaN	NaN	0.000	0.00	0.00	NaN	13.12	NaN	NaN	0.000	0.00	0.00	NaN	13.12	0.3	-0.688	0.001	100.13	96.82	98.50	13.12	0.7	-0.635	0.010	88.21	86.10	87.20	12.94	15.1	-17.128	0.944	84.43	81.11	82.72	12.94	6.5	-7.264	0.526	89.42	86.88	88.14	12.94	-0.3	0.205	0.000	98.95	97.04	98.04	12.94	13.12	20.00	0.10	12.94	20.00	0.10
2/2/2022/1:51:45 PM	9003	15	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.13	NaN	NaN	0.000	0.00	0.00	NaN	13.13	NaN	NaN	0.000	0.00	0.00	NaN	13.13	-0.1	0.333	0.000	100.07	96.93	98.52	13.13	-6.7	7.485	0.411	89.09	86.24	87.55	12.94	NaN	NaN	0.000	81.84	79.79	NaN	12.94	4.1	-4.838	0.293	88.48	85.69	87.00	12.94	8.7	-0.630	0.005	98.85	97.23	98.01	12.94	13.13	20.00	0.10	12.94	20.00	0.10
2/2/2022/2:01:45 PM	9603	16	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.12	NaN	NaN	0.000	0.00	0.00	NaN	13.12	NaN	NaN	0.000	0.00	0.00	NaN	13.12	-1.0	0.834	0.011	100.38	97.00	98.55	13.12	0.2	-0.480	0.001	89.19	86.68	88.09	12.95	NaN	NaN	0.000	0.00	0.00	NaN	12.95	6.2	-7.339	0.512	87.56	84.61	85.88	12.95	-2.3	-0.099	0.000	98.80	97.24	97.95	12.95	13.12	20.00	0.10	12.95	20.00	0.10
2/2/2022/2:11:45 PM	10203	17	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.10	NaN	NaN	0.000	0.00	0.00	NaN	13.10	NaN	NaN	0.000	0.00	0.00	NaN	13.10	-0.5	0.886	0.003	100.30	97.15	98.65	13.10	3.8	-3.932	0.199	89.44	86.35	87.68	12.93	NaN	NaN	0.000	0.00	0.00	NaN	12.93	8.3	-9.191	0.656	86.23	82.80	84.59	12.93	28.4	-1.043	0.052	98.81	97.11	97.96	12.93	13.10	20.00	0.10	12.93	20.00	0.10
2/2/2022/2:21:45 PM	10803	18	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.12	NaN	NaN	0.000	0.00	0.00	NaN	13.12	NaN	NaN	0.000	0.00	0.00	NaN	13.12	-0.7	0.618	0.006	100.06	97.28	98.65	13.12	2.2	-2.864	0.073	88.44	85.83	87.14	12.93	NaN	NaN	0.000	0.00	0.00	NaN	12.93	11.2	-13.218	0.784	84.20	80.90	82.58	12.93	-12.0	0.197	0.010	98.73	96.99	97.83	12.93	13.12	20.00	0.10	12.93	20.00	0.10
2/2/2022/2:31:45 PM	11403	19	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.11	NaN	NaN	0.000	0.00	0.00	NaN	13.11	NaN	NaN	0.000	0.00	0.00	NaN	13.11	NaN	NaN	0.000	100.11	97.12	NaN	13.11	3.0	-3.284	0.129	88.02	85.41	86.54	12.95	NaN	NaN	0.000	0.00	0.00	NaN	12.95	NaN	NaN	0.000	82.32	79.90	NaN	12.95	10.8	-0.400	0.008	98.53	96.93	97.70	12.95	13.11	20.00	0.10	12.95	20.00	0.10
2/2/2022/2:41:45 PM	12003	20	M600	NaN	NaN	0.000	0.00	0.00	NaN	13.11	NaN	NaN	0.000	0.00	0.00	NaN	13.11	NaN	NaN	0.000	0.00	0.00	NaN	13.11	NaN	NaN	0.000	0.00	0.00	NaN	13.11	NaN	NaN	0.000	87.12	85.28	NaN	12.94	NaN	NaN	0.000	0.00	0.00	NaN	12.94	NaN	NaN	0.000	0.00	0.00	NaN	12.94	NaN	NaN	0.000	98.49	96.59	NaN	12.94	13.11	20.00	0.10	12.94	20.00	0.10
