"","Age","pCO2","Tank_Replicate","measurement","N","value","sd","se","ci"
"26",65,"500 μatm","B","Whole_animal_dry_weight_g",5,0.0077922,0.00298931266347299,0.00133686126430531,0.00371172191360902
"27",65,"500 μatm","C","Whole_animal_dry_weight_g",5,0.0018472,0.00140968106321962,0.00063042853679065,0.00175035022514941
"28",65,"500 μatm","D","Whole_animal_dry_weight_g",5,0.0056894,0.00464145713111734,0.0020757227319659,0.00576313021891453
"29",65,"800 μatm","A","Whole_animal_dry_weight_g",5,0.0050106,0.00417486368639744,0.00186705579991601,0.00518377793680795
"30",65,"800 μatm","B","Whole_animal_dry_weight_g",5,0.0035024,0.0022176393530058,0.000991758468579926,0.00275356294562719
"31",65,"800 μatm","C","Whole_animal_dry_weight_g",5,0.0044794,0.0042850258225593,0.00191632180491691,0.00532056229524535
"32",65,"800 μatm","D","Whole_animal_dry_weight_g",5,0.0052688,0.00347661152560938,0.00155478794052437,0.00431678336708943
"33",92,"500 μatm","A","Dry_Shell_weight_g",13,0.0858153846153846,0.0567643351373884,0.015743593919652,0.0343023444172087
"34",92,"500 μatm","B","Dry_Shell_weight_g",12,0.056425,0.0481647008616363,0.0139039515039518,0.0306023909268316
"35",92,"500 μatm","C","Dry_Shell_weight_g",6,0.128333333333333,0.0657145240161311,0.026827842088232,0.0689631635613285
"36",92,"500 μatm","D","Dry_Shell_weight_g",12,0.0460666666666667,0.0359341906908457,0.0103733073342356,0.0228314955037222
"37",92,"800 μatm","A","Dry_Shell_weight_g",12,0.0436333333333333,0.0411208713502774,0.0118705730716973,0.0261269551725892
"38",92,"800 μatm","B","Dry_Shell_weight_g",11,0.0285636363636364,0.0221637664997298,0.00668262703824113,0.014889820937239
"39",92,"800 μatm","C","Dry_Shell_weight_g",13,0.0282307692307692,0.0156238271354676,0.00433326998891647,0.00944138424626318
"40",92,"800 μatm","D","Dry_Shell_weight_g",12,0.0277,0.0131869081082165,0.00380673247302882,0.00837856168157538
"41",92,"500 μatm","A","Shell_length_mm",13,10.2207692307692,3.031788420329,0.840866815834937,1.83209140638259
"42",92,"500 μatm","B","Shell_length_mm",12,8.93083333333333,2.71591089133958,0.784015942104972,1.72560745384831
"43",92,"500 μatm","C","Shell_length_mm",6,11.8333333333333,3.70701317325238,1.5133817907073,3.89027174157495
"44",92,"500 μatm","D","Shell_length_mm",12,8.50166666666667,2.16409894469367,0.624721554135937,1.37500286984258
"45",92,"800 μatm","A","Shell_length_mm",12,8.2075,2.44802378553507,0.70668359578064,1.55540010719339
"46",92,"800 μatm","B","Shell_length_mm",11,7.10727272727273,1.79676982893798,0.541746487019849,1.207086395656
"47",92,"800 μatm","C","Shell_length_mm",13,7.29615384615385,1.26606041497196,0.351141980308971,0.765072651731943
"48",92,"800 μatm","D","Shell_length_mm",12,7.26,1.35446064408075,0.390999108733387,0.860583235931242
"49",92,"500 μatm","A","Total_AFDW_g",11,0.00608090909090909,0.00402504771287361,0.00121359754789817,0.0027040638471472
"50",92,"500 μatm","B","Total_AFDW_g",10,0.00301,0.00391420490010423,0.00123778027129212,0.00280005350667378
"51",92,"500 μatm","C","Total_AFDW_g",4,0.009475,0.00922763060956965,0.00461381530478482,0.0146832194699739
"52",92,"500 μatm","D","Total_AFDW_g",10,0.00376,0.00336425656307931,0.00106387133725006,0.00240664416585592
"53",92,"800 μatm","A","Total_AFDW_g",10,0.00353,0.00262892035296283,0.000831337610253633,0.0018806163297388
"54",92,"800 μatm","B","Total_AFDW_g",8,0.0014,0.000989949493661167,0.00035,0.000827618488057474
"55",92,"800 μatm","C","Total_AFDW_g",10,0.00252,0.00115258164328799,0.000364478318208977,0.000824507238221081
"56",92,"800 μatm","D","Total_AFDW_g",10,-0.01363,0.0494812882703036,0.0156473572493533,0.035396781280487
"57",92,"500 μatm","A","Total_Dry_Tissue_g",13,0.00767615384615385,0.00500575258820879,0.00138834597146718,0.00302494601464951
"58",92,"500 μatm","B","Total_Dry_Tissue_g",12,0.006325,0.00548238916067538,0.00158262942885911,0.0034833438868432
"59",92,"500 μatm","C","Total_Dry_Tissue_g",6,0.0138333333333333,0.00717597844664173,0.00292958093324701,0.00753072753303125
"60",92,"500 μatm","D","Total_Dry_Tissue_g",12,0.00454166666666667,0.00432927840582602,0.00124975502650024,0.00275069226707697
"61",92,"800 μatm","A","Total_Dry_Tissue_g",12,0.00446666666666667,0.00398915195666113,0.00115156897800831,0.00253458623141819
"62",92,"800 μatm","B","Total_Dry_Tissue_g",11,0.00309090909090909,0.00233471820374732,0.000703944024822034,0.00156848503132956
"63",92,"800 μatm","C","Total_Dry_Tissue_g",13,0.00327692307692308,0.00192143776295853,0.000532910952073831,0.00116111321944864
"64",92,"800 μatm","D","Total_Dry_Tissue_g",12,0.00315,0.00153888980053213,0.000444239220295197,0.00097776393140041
"65",92,"500 μatm","A","Whole_animal_dry_weight_g",13,0.0934915384615385,0.0616567211591937,0.0171004976628045,0.0372587837014129
"66",92,"500 μatm","B","Whole_animal_dry_weight_g",12,0.06275,0.0534759674144292,0.0154371820909482,0.0339770086958093
"67",92,"500 μatm","C","Whole_animal_dry_weight_g",6,0.142166666666667,0.0728558759927205,0.0297432868242753,0.0764575528426031
"68",92,"500 μatm","D","Whole_animal_dry_weight_g",12,0.0506083333333333,0.0401922077100283,0.0116024909703551,0.0255369104458488
"69",92,"800 μatm","A","Whole_animal_dry_weight_g",12,0.0481,0.0450387106225906,0.0130015558509532,0.0286162314860505
"70",92,"800 μatm","B","Whole_animal_dry_weight_g",11,0.0316545454545455,0.0244859291690703,0.00738278542700227,0.0164498710457818
"71",92,"800 μatm","C","Whole_animal_dry_weight_g",13,0.0315076923076923,0.0174849202428103,0.00484944434483466,0.010566031555283
"72",92,"800 μatm","D","Whole_animal_dry_weight_g",12,0.03085,0.0146418764321567,0.00422674564977345,0.00930300445063326
"73",129,"500 μatm","A","Dry_Shell_weight_g",10,0.16709,0.213066992333919,0.0673776989976819,0.152418944400467
"74",129,"500 μatm","B","Dry_Shell_weight_g",10,0.13538,0.180569892900844,0.0571012138419335,0.129171919897002
"75",129,"500 μatm","C","Dry_Shell_weight_g",10,0.13591,0.148068651119825,0.0468234187607488,0.105921932136328
"76",129,"500 μatm","D","Dry_Shell_weight_g",10,0.16505,0.166899838559272,0.0527783630961695,0.119392952118764
"77",129,"800 μatm","A","Dry_Shell_weight_g",10,0.19517,0.22572581721096,0.0713807709089469,0.161474522197732
"78",129,"800 μatm","B","Dry_Shell_weight_g",10,0.16254,0.178146189655824,0.0563347715792732,0.127438107042654
"79",129,"800 μatm","C","Dry_Shell_weight_g",10,0.19202,0.231728882772759,0.0732791069208073,0.16576885660436
"80",129,"800 μatm","D","Dry_Shell_weight_g",10,0.15131,0.178619076062254,0.0564843113911583,0.127776389599233
"81",129,"500 μatm","A","Shell_length_mm",10,11.65,6.02204284275693,1.90433715502271,4.30790993561738
"82",129,"500 μatm","B","Shell_length_mm",10,10.62,5.8666287877565,1.85519091560231,4.19673341808792
"83",129,"500 μatm","C","Shell_length_mm",10,11.07,4.83736613366314,1.5297094858538,3.46044327042454
"84",129,"500 μatm","D","Shell_length_mm",10,12.67,5.59365712213396,1.7688696955966,4.00146125195052
"85",129,"800 μatm","A","Shell_length_mm",10,12.8,6.19856614244151,1.96015872373189,4.43418709711148
"86",129,"800 μatm","B","Shell_length_mm",10,11.98,5.51720541176016,1.74469354201692,3.94677099296135
"87",129,"800 μatm","C","Shell_length_mm",10,12.67,6.6354351778915,2.09830884285417,4.74670437862537
"88",129,"800 μatm","D","Shell_length_mm",10,11.74,5.72309162758887,1.8098004801021,4.09405311929859
"89",129,"500 μatm","A","Total_AFDW_g",10,0.01308,0.0179014462482163,0.00566093435554395,0.0128059232005242
"90",129,"500 μatm","B","Total_AFDW_g",10,0.01585,0.0212664707409993,0.00672504853348864,0.0152131167101969
"91",129,"500 μatm","C","Total_AFDW_g",10,0.0133,0.0148933243807792,0.0047096826974979,0.0106540424486516
"92",129,"500 μatm","D","Total_AFDW_g",4,0.039125,0.0125127601538057,0.00625638007690283,0.01991059366019
"93",129,"800 μatm","A","Total_AFDW_g",10,0.02328,0.0267164867949861,0.0084484949349968,0.0191118233320674
"94",129,"800 μatm","B","Total_AFDW_g",8,0.018525,0.0213645734804138,0.00755351739257943,0.0178612304113212
"95",129,"800 μatm","C","Total_AFDW_g",10,0.02228,0.0271804586667211,0.00859521572349021,0.0194437288146891
"96",129,"800 μatm","D","Total_AFDW_g",10,0.01599,0.0202458473108273,0.00640229906622093,0.0144830066910279
"97",129,"500 μatm","A","Total_Dry_Tissue_g",10,0.022,0.027705715415175,0.00876131649163907,0.0198194748571034
"98",129,"500 μatm","B","Total_Dry_Tissue_g",10,0.01926,0.0259115246774695,0.00819394356284635,0.0185359881222571
"99",129,"500 μatm","C","Total_Dry_Tissue_g",10,0.01531,0.0174045619817845,0.0055038057540013,0.012450473609064
"100",129,"500 μatm","D","Total_Dry_Tissue_g",10,0.02264,0.0235602395762201,0.00745040192800958,0.0168539800871724
"101",129,"800 μatm","A","Total_Dry_Tissue_g",10,0.02745,0.0321159444651545,0.0101559533717366,0.0229743626649186
"102",129,"800 μatm","B","Total_Dry_Tissue_g",10,0.02064,0.0231553305597941,0.0073223584543051,0.0165643256259823
"103",129,"800 μatm","C","Total_Dry_Tissue_g",10,0.02671,0.0325096378871798,0.0102804501630792,0.0232559939731996
"104",129,"800 μatm","D","Total_Dry_Tissue_g",10,0.01903,0.0231799266607986,0.00733013642437847,0.0165819206166958
"105",129,"500 μatm","A","Whole_animal_dry_weight_g",10,0.18909,0.24075449205455,0.0761332551809289,0.172225388534682
"106",129,"500 μatm","B","Whole_animal_dry_weight_g",10,0.15464,0.206189180662377,0.0652027439777056,0.147498854323264
"107",129,"500 μatm","C","Whole_animal_dry_weight_g",10,0.15122,0.165316630876765,0.0522777088675895,0.118260393569497
"108",129,"500 μatm","D","Whole_animal_dry_weight_g",10,0.18769,0.190358238008702,0.0601965603483935,0.136174080167933
"109",129,"800 μatm","A","Whole_animal_dry_weight_g",10,0.22262,0.257767547306569,0.081513255636396,0.184395795100874
"110",129,"800 μatm","B","Whole_animal_dry_weight_g",10,0.18318,0.201220949870203,0.0636316514532404,0.143944796115626
"111",129,"800 μatm","C","Whole_animal_dry_weight_g",10,0.21873,0.264018467577975,0.083489970189372,0.188867434085696
"112",129,"800 μatm","D","Whole_animal_dry_weight_g",10,0.17034,0.201602426131786,0.0637522848392293,0.144217687793814
"113",191,"500 μatm","A","Dry_Shell_weight_g",2,0.1881,0.0432749350086167,0.0306,0.388809864926946
"114",191,"500 μatm","B","Dry_Shell_weight_g",2,0.209,0.000565685424949235,0.000399999999999998,0.00508248189446985
"115",191,"500 μatm","C","Dry_Shell_weight_g",2,0.219,0.0195161471607487,0.0138,0.175345625359211
"116",191,"500 μatm","D","Dry_Shell_weight_g",2,0.19865,0.01209152595829,0.00855,0.108638050494294
"117",191,"500 μatm","E","Dry_Shell_weight_g",2,0.20125,0.0508409775673128,0.03595,0.45678806026548
"118",191,"500 μatm","F","Dry_Shell_weight_g",2,0.18795,0.00912167747730646,0.00645,0.0819550205483267
"119",191,"500 μatm","G","Dry_Shell_weight_g",2,0.16515,0.0194454364826301,0.01375,0.174710315122402
"120",191,"500 μatm","H","Dry_Shell_weight_g",2,0.20575,0.00728319984622144,0.00515,0.0654369543912997
"121",191,"800 μatm","A","Dry_Shell_weight_g",2,0.2178,0.0380423448278363,0.0269,0.341796907403099
"122",191,"800 μatm","B","Dry_Shell_weight_g",2,0.16665,0.0113844191771034,0.00805,0.102284948126206
"123",191,"800 μatm","C","Dry_Shell_weight_g",2,0.21985,0.025809397513309,0.01825,0.231888236435188
"124",191,"800 μatm","D","Dry_Shell_weight_g",2,0.1886,0.0234759451353934,0.0166,0.2109229986205
"125",191,"800 μatm","E","Dry_Shell_weight_g",2,0.17465,0.0389615836433788,0.02755,0.350055940481613
"126",191,"800 μatm","F","Dry_Shell_weight_g",2,0.1853,0.0287085353161738,0.0203,0.257935956144346
"127",191,"800 μatm","G","Dry_Shell_weight_g",2,0.187,0.0200818325856979,0.0142,0.180428107253681
"128",191,"800 μatm","H","Dry_Shell_weight_g",2,0.18825,0.0215667568261897,0.01525,0.193769622226664
"129",191,"500 μatm","A","Shell_length_mm",2,13.925,0.601040764008565,0.425,5.40013701287424
"130",191,"500 μatm","B","Shell_length_mm",2,14.1,0.424264068711928,0.3,3.81186142085241
"131",191,"500 μatm","C","Shell_length_mm",2,14.6,0.282842712474619,0.2,2.54124094723494
"132",191,"500 μatm","D","Shell_length_mm",2,14.15,0.212132034355965,0.15,1.90593071042621
"133",191,"500 μatm","E","Shell_length_mm",2,14.25,0.777817459305203,0.550000000000001,6.98841260489609
"134",191,"500 μatm","F","Shell_length_mm",2,13.7,0.707106781186548,0.5,6.35310236808735
"135",191,"500 μatm","G","Shell_length_mm",2,14.05,0.0707106781186545,0.0499999999999998,0.635310236808732
"136",191,"500 μatm","H","Shell_length_mm",2,14.05,0.0707106781186545,0.0499999999999998,0.635310236808732
"137",191,"800 μatm","A","Shell_length_mm",2,14.3,0.848528137423858,0.600000000000001,7.62372284170482
"138",191,"800 μatm","B","Shell_length_mm",2,13.55,0.0707106781186545,0.0499999999999998,0.635310236808732
"139",191,"800 μatm","C","Shell_length_mm",2,14.55,0.777817459305202,0.55,6.98841260489608
"140",191,"800 μatm","D","Shell_length_mm",2,14.125,0.883883476483184,0.625,7.94137796010918
"141",191,"800 μatm","E","Shell_length_mm",2,13.65,0.636396103067893,0.45,5.71779213127861
"142",191,"800 μatm","F","Shell_length_mm",2,13.4,0.565685424949239,0.4,5.08248189446988
"143",191,"800 μatm","G","Shell_length_mm",2,13.825,0.247487373415291,0.175,2.22358582883057
"144",191,"800 μatm","H","Shell_length_mm",2,14.1,0.707106781186548,0.5,6.35310236808735
"145",191,"500 μatm","A","Total_AFDW_g",2,0.02915,0.0256679761570717,0.01815,0.230617615961571
"146",191,"500 μatm","B","Total_AFDW_g",2,0.0324,0.00622253967444162,0.0044,0.0559073008391686
"147",191,"500 μatm","C","Total_AFDW_g",2,0.03085,0.00544472221513642,0.00385,0.0489188882342726
"148",191,"500 μatm","D","Total_AFDW_g",2,0.0354,0.00339411254969543,0.0024,0.0304948913668193
"149",191,"500 μatm","E","Total_AFDW_g",2,0.0267,0.0117379725676967,0.0083,0.10546149931025
"150",191,"500 μatm","F","Total_AFDW_g",2,0.0268,0.00579827560572969,0.0041,0.0520954394183162
"151",191,"500 μatm","G","Total_AFDW_g",2,0.01765,0.000919238815542511,0.000649999999999999,0.00825903307851354
"152",191,"500 μatm","H","Total_AFDW_g",2,0.0243,0.0205060966544099,0.0145,0.184239968674533
"153",191,"800 μatm","A","Total_AFDW_g",2,0.03475,0.00912167747730647,0.00645,0.0819550205483268
"154",191,"800 μatm","B","Total_AFDW_g",2,0.0275,0.005939696961967,0.0042,0.0533660598919337
"155",191,"800 μatm","C","Total_AFDW_g",2,0.03345,0.00615182899632296,0.00435,0.0552719906023599
"156",191,"800 μatm","D","Total_AFDW_g",2,0.0256,0.0114551298552221,0.0081,0.102920258363015
"157",191,"800 μatm","E","Total_AFDW_g",2,0.02625,0.00629325035256027,0.00445,0.0565426110759774
"158",191,"800 μatm","F","Total_AFDW_g",2,0.0263,0.00127279220613579,9e-04,0.0114355842625572
"159",191,"800 μatm","G","Total_AFDW_g",2,0.0388,0.0113137084989848,0.008,0.101649637889398
"160",191,"800 μatm","H","Total_AFDW_g",2,0.02895,0.000353553390593274,0.00025,0.00317655118404368
"161",191,"500 μatm","A","Total_Dry_Tissue_g",2,0.03215,0.00190918830920368,0.00135,0.0171533763938358
"162",191,"500 μatm","B","Total_Dry_Tissue_g",2,0.02905,0.00629325035256027,0.00445,0.0565426110759774
"163",191,"500 μatm","C","Total_Dry_Tissue_g",2,0.0366,0.00438406204335659,0.0031,0.0393892346821415
"164",191,"500 μatm","D","Total_Dry_Tissue_g",2,0.03445,0.00134350288425444,0.000949999999999999,0.012070894499366
"165",191,"500 μatm","E","Total_Dry_Tissue_g",2,0.0334,0.00678822509939085,0.0048,0.0609897827336385
"166",191,"500 μatm","F","Total_Dry_Tissue_g",2,0.0337,0.00254558441227157,0.0018,0.0228711685251144
"167",191,"500 μatm","G","Total_Dry_Tissue_g",2,0.0325,0.000282842712474617,0.000199999999999999,0.00254124094723492
"168",191,"500 μatm","H","Total_Dry_Tissue_g",2,0.0342,0.000424264068711931,0.000300000000000002,0.00381186142085243
"169",191,"800 μatm","A","Total_Dry_Tissue_g",2,0.0358,0.00452548339959391,0.0032,0.040659855155759
"170",191,"800 μatm","B","Total_Dry_Tissue_g",2,0.0294,0.00410121933088198,0.0029,0.0368479937349066
"171",191,"800 μatm","C","Total_Dry_Tissue_g",2,0.03505,0.0103944696834422,0.00735,0.093390604810884
"172",191,"800 μatm","D","Total_Dry_Tissue_g",2,0.024,0.00523259018078045,0.0037,0.0470129575238464
"173",191,"800 μatm","E","Total_Dry_Tissue_g",2,0.0308,0.00622253967444162,0.0044,0.0559073008391687
"174",191,"800 μatm","F","Total_Dry_Tissue_g",2,0.03095,0.0051618795026618,0.00365,0.0463776472870376
"175",191,"800 μatm","G","Total_Dry_Tissue_g",2,0.0344,0.00254558441227158,0.0018,0.0228711685251145
"176",191,"800 μatm","H","Total_Dry_Tissue_g",2,0.03215,0.000353553390593274,0.00025,0.00317655118404368
"177",191,"500 μatm","A","Whole_animal_dry_weight_g",2,0.22025,0.0451841233178204,0.03195,0.405963241320781
"178",191,"500 μatm","B","Whole_animal_dry_weight_g",2,0.23805,0.00572756492761103,0.00405,0.0514601291815075
"179",191,"500 μatm","C","Whole_animal_dry_weight_g",2,0.2556,0.0239002092041053,0.0169,0.214734860041352
"180",191,"500 μatm","D","Whole_animal_dry_weight_g",2,0.2331,0.0134350288425444,0.00950000000000001,0.12070894499366
"181",191,"500 μatm","E","Whole_animal_dry_weight_g",2,0.23465,0.0576292026667036,0.04075,0.517777842999119
"182",191,"500 μatm","F","Whole_animal_dry_weight_g",2,0.22165,0.011667261889578,0.00824999999999999,0.104826189073441
"183",191,"500 μatm","G","Whole_animal_dry_weight_g",2,0.19765,0.0197282791951047,0.01395,0.177251556069637
"184",191,"500 μatm","H","Whole_animal_dry_weight_g",2,0.23995,0.0068589357775095,0.00484999999999999,0.0616250929704472
"185",191,"800 μatm","A","Whole_animal_dry_weight_g",2,0.2536,0.0425678282274302,0.0301,0.382456762558858
"186",191,"800 μatm","B","Whole_animal_dry_weight_g",2,0.19605,0.0154856385079854,0.01095,0.139132941861113
"187",191,"800 μatm","C","Whole_animal_dry_weight_g",2,0.2549,0.0362038671967512,0.0256,0.325278841246072
"188",191,"800 μatm","D","Whole_animal_dry_weight_g",2,0.2126,0.0182433549546129,0.0129,0.163910041096654
"189",191,"800 μatm","E","Whole_animal_dry_weight_g",2,0.20545,0.0451841233178204,0.03195,0.405963241320782
"190",191,"800 μatm","F","Whole_animal_dry_weight_g",2,0.21625,0.0338704148188356,0.02395,0.304313603431384
"191",191,"800 μatm","G","Whole_animal_dry_weight_g",2,0.2214,0.0175362481734264,0.0124,0.157556938728566
"192",191,"800 μatm","H","Whole_animal_dry_weight_g",2,0.2204,0.0212132034355964,0.015,0.19059307104262
"193",219,"500 μatm","A","Dry_Shell_weight_g",2,0.7187,0.0903682466356407,0.0638999999999999,0.811926482641562
"194",219,"500 μatm","B","Dry_Shell_weight_g",2,0.85885,0.336653538522915,0.23805,3.02471203744639
"195",219,"500 μatm","C","Dry_Shell_weight_g",3,0.792266666666667,0.0561800973061932,0.03243559430283,0.139559098368118
"196",219,"500 μatm","D","Dry_Shell_weight_g",2,0.8462,0.188231825151859,0.1331,1.69119585038485
"197",219,"500 μatm","E","Dry_Shell_weight_g",2,0.70035,0.0941159125759295,0.06655,0.845597925192426
"198",219,"500 μatm","F","Dry_Shell_weight_g",2,0.91345,0.232143156263544,0.16415,2.08572350744308
"199",219,"500 μatm","G","Dry_Shell_weight_g",2,0.76975,0.0019091883092037,0.00135000000000002,0.0171533763938361
"200",219,"500 μatm","H","Dry_Shell_weight_g",2,0.7698,0.158533340342024,0.1121,1.42436555092518
"201",219,"800 μatm","A","Dry_Shell_weight_g",2,0.9194,0.116248354827068,0.0822,1.04445002931356
"202",219,"800 μatm","B","Dry_Shell_weight_g",2,0.78925,0.0127986327394765,0.00905,0.114991152862381
"203",219,"800 μatm","C","Dry_Shell_weight_g",1,1.0027,NA,NA,NA
"204",219,"800 μatm","D","Dry_Shell_weight_g",2,0.93205,0.0146371103705616,0.01035,0.131509219019408
"205",219,"800 μatm","E","Dry_Shell_weight_g",2,1.0564,0.0736805265996383,0.0521,0.661993266754702
"206",219,"800 μatm","F","Dry_Shell_weight_g",2,0.9219,0.257811132420615,0.1823,2.31634112340465
"207",219,"800 μatm","G","Dry_Shell_weight_g",2,0.93315,0.230021835919984,0.16265,2.06666420033881
"208",219,"800 μatm","H","Dry_Shell_weight_g",2,0.9633,0.368685475710666,0.2607,3.31250757472074
"209",219,"500 μatm","A","Shell_length_mm",2,20.725,0.742462120245875,0.525,6.67075748649172
"210",219,"500 μatm","B","Shell_length_mm",2,21.925,2.22738636073762,1.575,20.0122724594751
"211",219,"500 μatm","C","Shell_length_mm",3,22.2666666666667,0.375277674973257,0.216666666666667,0.93224142477905
"212",219,"500 μatm","D","Shell_length_mm",2,22.5,1.97989898732233,1.4,17.7886866306446
"213",219,"500 μatm","E","Shell_length_mm",2,22,1.4142135623731,1,12.7062047361747
"214",219,"500 μatm","F","Shell_length_mm",2,22.15,2.1920310216783,1.55,19.6946173410708
"215",219,"500 μatm","G","Shell_length_mm",2,21.65,0.636396103067894,0.450000000000001,5.71779213127863
"216",219,"500 μatm","H","Shell_length_mm",2,20.725,1.87383297014435,1.325,16.8357212754315
"217",219,"800 μatm","A","Shell_length_mm",2,23,1.13137084989848,0.800000000000001,10.1649637889398
"218",219,"800 μatm","B","Shell_length_mm",2,21.625,0.388908729652599,0.274999999999999,3.49420630244802
"219",219,"800 μatm","C","Shell_length_mm",1,23.75,NA,NA,NA
"220",219,"800 μatm","D","Shell_length_mm",2,22.65,0.353553390593274,0.25,3.17655118404367
"221",219,"800 μatm","E","Shell_length_mm",2,23.225,0.318198051533946,0.225,2.8588960656393
"222",219,"800 μatm","F","Shell_length_mm",2,22.9,1.4142135623731,1,12.7062047361747
"223",219,"800 μatm","G","Shell_length_mm",2,23.275,1.44956890143242,1.025,13.0238598545791
"224",219,"800 μatm","H","Shell_length_mm",2,21.85,2.33345237791561,1.65,20.9652378146882
"225",219,"500 μatm","A","Total_AFDW_g",2,0.1112,0.00763675323681471,0.0054,0.0686135055753433
"226",219,"500 μatm","B","Total_AFDW_g",2,0.12705,0.0784181420335881,0.05545,0.704559052620887
"227",219,"500 μatm","C","Total_AFDW_g",3,0.132566666666667,0.0163811883980782,0.00945768353127645,0.0406931278629531
"228",219,"500 μatm","D","Total_AFDW_g",2,0.135,0.0555785930012626,0.0393,0.499353846131666
"229",219,"500 μatm","E","Total_AFDW_g",2,0.09495,0.0171826947828331,0.01215,0.154380387544523
"230",219,"500 μatm","F","Total_AFDW_g",2,0.1438,0.0458205194208883,0.0324,0.41168103345206
"231",219,"500 μatm","G","Total_AFDW_g",2,0.11,0.0268700576850888,0.019,0.241417889987319
"232",219,"500 μatm","H","Total_AFDW_g",2,0.1111,0.0284256926036992,0.0201,0.255394715197111
"233",219,"800 μatm","A","Total_AFDW_g",2,0.16745,0.00275771644662753,0.00194999999999999,0.0247770992355406
"234",219,"800 μatm","B","Total_AFDW_g",2,0.1276,0.0072124891681028,0.00510000000000001,0.064801644154491
"235",219,"800 μatm","C","Total_AFDW_g",1,0.156,NA,NA,NA
"236",219,"800 μatm","D","Total_AFDW_g",2,0.16545,0.0222738636073762,0.01575,0.200122724594751
"237",219,"800 μatm","E","Total_AFDW_g",2,0.17295,0.0218495995386643,0.01545,0.196310863173899
"238",219,"800 μatm","F","Total_AFDW_g",2,0.1714,0.073114841174689,0.0517,0.656910784860232
"239",219,"800 μatm","G","Total_AFDW_g",2,0.1644,0.0922067242667258,0.0652,0.82844454879859
"240",219,"800 μatm","H","Total_AFDW_g",2,0.1436,0.0948937300352347,0.0671,0.852586337797322
"241",219,"500 μatm","A","Total_Dry_Tissue_g",2,0.1256,0.000989949493661165,0.000699999999999999,0.00889434331532228
"242",219,"500 μatm","B","Total_Dry_Tissue_g",2,0.1508,0.0997020561473032,0.0705,0.895787433900316
"243",219,"500 μatm","C","Total_Dry_Tissue_g",3,0.155033333333333,0.00530785581316348,0.00306449198254965,0.0131854447940126
"244",219,"500 μatm","D","Total_Dry_Tissue_g",2,0.15615,0.0563564104605678,0.03985,0.506342258736562
