Date_sampled,pH,Tank_Replicate,pH_Replicate,Shell_length_mm,New_tin_ID,Shell_Tin_ID,Shell_Tin_Weight_g,Dry_Shell_Tin_Weight_g,Dry_Shell_weight_g,Ash_Shell_Tin_Weight_g,Ash_Inorganic_Shell_g,Somatic_Tissue_Tin_Weight_g,Dry_Somatic_Tissue_Tin_Weight_g,Dry_Somatic_Tissue_g,Ash_Somatic_Tissue_Tin_Weight_g,Ash_Inorganic_ Somatic_Tissue_g,Adductor_Tin_Weight_g,Dry_Adductor_Tissue_Tin_Weight_g,Dry_Adductor_Tissue_g,Ash_Adductor_Tissue_Tin_Weight_g,Ash_Inorganic_ Adductor_Tissue_g,Gonad_Tin_ID,Gonad_stage,Gonad_Tin_Weight_g,Dry_Gonad_Tin_Weight_g,Dry_Gonad_weight_g,Ash_Gonad_Tissue_Tin_Weight_g,Ash_Inorganic_Gonad_Tissue_g,Tissue_Tin_ID,Tissue_Tin_Weight_g,Dry_Tissue_Tin_Weight_g,Dry_Tissue_g,Total_Dry_Tissue_g,Ash_Tissue_Tin_Weight_g,Inorganic_Tissue_g,Total_Inorganic_Tissue_g,Tissue_AFDW_g,Total_Inorganic_Weight_g,Total_AFDW_g,Whole_animal_dry_weight_g,notes
12/2/2021,7.5,A,7.5_A,5.6,50,5B2,1.2535,1.2605,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B2,0.4126,0.4143,0.0017,0.0017,0.4201,NA,NA,NA,0.0075,0.0012,0.0087,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,19.9,63,5C3,1.2687,1.7073,0.4386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C3,0.4116,0.4725,0.0609,0.0609,0.8589,NA,NA,NA,0.4473,0.0522,0.4995,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,19.7,64,5C4,1.2883,1.783,0.4947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C4,0.4073,0.4677,0.0604,0.0604,0.9099,NA,NA,NA,0.5026,0.0525,0.5551,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,11.3,65,5C5,1.273,1.361,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C5,0.4103,0.423,0.0127,0.0127,0.5007,NA,NA,NA,0.0904,0.0103,0.1007,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,13,66,5C6,1.2778,1.4138,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C6,0.4149,0.4306,0.0157,0.0157,0.5538,NA,NA,NA,0.1389,0.0128,0.1517,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,11.3,67,5C7,1.2646,1.3642,0.0996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C7,0.4176,0.4297,0.0121,0.0121,0.518,NA,NA,NA,0.1004,0.0113,0.1117,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,11.3,68,5C8,1.2668,1.3404,0.0736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C8,0.4175,0.427,0.0095,0.0095,0.4928,NA,NA,NA,0.0753,0.0078,0.0831,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,5.5,69,5C9,1.2638,1.2716,0.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C9,0.4164,0.4168,0.0004,0.0004,0.4242,NA,NA,NA,0.0078,0.0004,0.0082,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,5.5,70,5C10,1.2725,1.2833,0.0108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C10,0.4146,0.4154,0.0008,0.0008,0.4253,NA,NA,NA,0.0107,0.0009,0.0116,used for dry weights and condition only
12/2/2021,7.5,B,7.5_B,5.5,71,5C11,1.2659,1.276,0.0101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C11,0.4123,0.4133,0.001,0.001,NA,NA,NA,NA,NA,NA,0.0111,error - dropped
12/2/2021,7.5,B,7.5_B,16.8,72,5C12,1.2658,1.532,0.2662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C12,0.4156,0.4485,0.0329,0.0329,NA,NA,NA,NA,NA,NA,0.2991,error - dropped
12/2/2021,7.5,C,7.5_C,23,12,4A12,1.1779,1.8194,0.6415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A12,0.4171,0.5027,0.0856,0.0856,1.0745,NA,NA,NA,0.6574,0.0697,0.7271,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,22.1,15,4B3,1.1979,1.7228,0.5249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B3,0.4172,0.4993,0.0821,0.0821,0.9557,NA,NA,NA,0.5385,0.0685,0.607,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,18.5,20,4B8,1.1805,1.5406,0.3601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B8,0.4078,0.451,0.0432,0.0432,0.7713,NA,NA,NA,0.3635,0.0398,0.4033,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,12.8,21,4B9,1.1834,1.2973,0.1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B9,0.4111,0.427,0.0159,0.0159,0.5274,NA,NA,NA,0.1163,0.0135,0.1298,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,11.8,25,4C1,1.1838,1.2749,0.0911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C1,0.4151,0.4282,0.0131,0.0131,0.5082,NA,NA,NA,0.0931,0.0111,0.1042,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,12,26,4C2,1.1727,1.2725,0.0998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C2,0.4173,0.4308,0.0135,0.0135,0.5208,NA,NA,NA,0.1035,0.0098,0.1133,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,10.4,27,4C3,1.1663,1.228,0.0617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C3,0.4165,0.4265,0.01,0.01,0.4795,NA,NA,NA,0.063,0.0087,0.0717,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,5.4,28,4C4,1.1816,1.1903,0.0087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C4,0.4152,0.4161,0.0009,0.0009,0.4246,NA,NA,NA,0.0094,0.0002,0.0096,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,5.7,29,4C5,1.2709,1.2808,0.0099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C5,0.4174,0.4194,0.002,0.002,0.4282,NA,NA,NA,0.0108,0.0011,0.0119,used for dry weights and condition only
12/2/2021,7.5,C,7.5_C,5,30,4C6,1.2664,1.275,0.0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C6,0.414,0.4148,0.0008,0.0008,0.423,NA,NA,NA,0.009,0.0004,0.0094,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,20.8,51,5B3,1.2623,1.8023,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B3,0.4149,0.4821,0.0672,0.0672,0.9637,NA,NA,NA,0.5488,0.0584,0.6072,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,18.9,52,5B4,1.2761,1.607,0.3309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B4,0.4155,0.4649,0.0494,0.0494,0.7539,NA,NA,NA,0.3384,0.0419,0.3803,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,17.2,53,5B5,1.2661,1.5631,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B5,0.4222,0.4549,0.0327,0.0327,0.7237,NA,NA,NA,0.3015,0.0282,0.3297,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,11.1,54,5B6,1.2715,1.3506,0.0791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B6,0.4126,0.4222,0.0096,0.0096,0.4929,NA,NA,NA,0.0803,0.0084,0.0887,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,12.1,55,5B7,1.2713,1.366,0.0947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B7,0.4093,0.4232,0.0139,0.0139,0.5068,NA,NA,NA,0.0975,0.0111,0.1086,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,11.6,56,5B8,1.2583,1.3434,0.0851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B8,0.4143,0.4227,0.0084,0.0084,0.5011,NA,NA,NA,0.0868,0.0067,0.0935,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,10.1,57,5B9,1.2698,1.3343,0.0645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B9,0.4108,0.4195,0.0087,0.0087,0.4773,NA,NA,NA,0.0665,0.0067,0.0732,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,5.3,58,5B10,1.2835,1.2913,0.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B10,0.4103,0.4103,0,0,0.4185,NA,NA,NA,0.0082,-0.0004,0.0078,"used for dry weights and condition only, zero (dry tissue - tin)"
12/2/2021,7.5,D,7.5_D,5,59,5B11,1.2604,1.2678,0.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B11,0.4154,0.4156,0.0002,0.0002,0.4233,NA,NA,NA,0.0079,-0.0003,0.0076,used for dry weights and condition only
12/2/2021,7.5,D,7.5_D,5.3,60,5B12,1.2715,1.2781,0.0066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5B12,0.4098,0.41,0.0002,0.0002,0.4174,NA,NA,NA,0.0076,-0.0008,0.0068,used for dry weights and condition only
12/2/2021,8,A,8_A,21.9,31,4C7,1.2648,1.8794,0.6146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C7,0.411,0.4901,0.0791,0.0791,1.0589,NA,NA,NA,0.6479,0.0458,0.6937,used for dry weights and condition only
12/2/2021,8,A,8_A,20.2,32,4C8,1.2713,1.7561,0.4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C8,0.4157,0.4797,0.064,0.064,0.9226,NA,NA,NA,0.5069,0.0419,0.5488,used for dry weights and condition only
12/2/2021,8,A,8_A,15,33,4C9,1.2677,1.4725,0.2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C9,0.4105,0.4392,0.0287,0.0287,0.625,NA,NA,NA,0.2145,0.019,0.2335,used for dry weights and condition only
12/2/2021,8,A,8_A,10.2,34,4C10,1.287,1.355,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C10,0.4133,0.4227,0.0094,0.0094,0.4834,NA,NA,NA,0.0701,0.0073,0.0774,used for dry weights and condition only
12/2/2021,8,A,8_A,10.9,35,4C11,1.2904,1.365,0.0746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C11,0.4162,0.4267,0.0105,0.0105,0.4914,NA,NA,NA,0.0752,0.0099,0.0851,used for dry weights and condition only
12/2/2021,8,A,8_A,10.9,36,4C12,1.2652,1.3334,0.0682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C12,0.4177,0.428,0.0103,0.0103,0.4911,NA,NA,NA,0.0734,0.0051,0.0785,used for dry weights and condition only
12/2/2021,8,A,8_A,12.3,37,5A1,1.1803,1.3144,0.1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A1,0.414,0.4303,0.0163,0.0163,0.5543,NA,NA,NA,0.1403,0.0101,0.1504,used for dry weights and condition only
12/2/2021,8,A,8_A,5.4,38,5A2,1.2752,1.2856,0.0104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A2,0.4105,0.4116,0.0011,0.0011,0.4211,NA,NA,NA,0.0106,0.0009,0.0115,used for dry weights and condition only
12/2/2021,8,A,8_A,5.8,39,5A3,1.2735,1.2849,0.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A3,0.4136,0.4142,0.0006,0.0006,0.4248,NA,NA,NA,0.0112,0.0008,0.012,used for dry weights and condition only
12/2/2021,8,A,8_A,3.9,40,5A4,1.27,1.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5A4,0.41,0.41,0,0,0.42,NA,NA,NA,0.01,-0.01,0,used for dry weights and condition only
12/2/2021,8,B,8_B,3.6,11,4A11,1.1822,1.1849,0.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A11,0.4136,0.4129,-0.0007,-0.0007,0.4176,NA,NA,NA,0.004,-0.002,0.002,"used for dry weights and condition only, negative (dry tissue - tin)"
12/2/2021,8,B,8_B,4.8,13,4B1,1.183,1.1902,0.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B1,0.4179,0.4187,0.0008,0.0008,0.4265,NA,NA,NA,0.0086,-0.0006,0.008,used for dry weights and condition only
12/2/2021,8,B,8_B,4.8,14,4B2,1.1857,1.1931,0.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B2,0.4137,0.4136,-1.00E-04,-0.0001,0.4208,NA,NA,NA,0.0071,0.0002,0.0073,"used for dry weights and condition only, negative (dry tissue - tin) - labeled 'not good' by Genevieve"
12/2/2021,8,B,8_B,14.2,16,4B4,1.182,1.3758,0.1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B4,0.4145,0.4398,0.0253,0.0253,0.612,NA,NA,NA,0.1975,0.0216,0.2191,used for dry weights and condition only
12/2/2021,8,B,8_B,10.7,17,4B5,1.171,1.252,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B5,0.4132,0.4235,0.0103,0.0103,0.4957,NA,NA,NA,0.0825,0.0088,0.0913,used for dry weights and condition only
12/2/2021,8,B,8_B,10.7,18,4B6,1.1834,1.2512,0.0678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B6,0.4087,0.4181,0.0094,0.0094,0.4784,NA,NA,NA,0.0697,0.0075,0.0772,used for dry weights and condition only
12/2/2021,8,B,8_B,9.8,19,4B7,1.1695,1.2235,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B7,0.4191,0.43,0.0109,0.0109,0.4726,NA,NA,NA,0.0535,0.0114,0.0649,used for dry weights and condition only
12/2/2021,8,B,8_B,7.9,22,4B10,1.1686,1.2026,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B10,0.4182,0.4226,0.0044,0.0044,0.4528,NA,NA,NA,0.0346,0.0038,0.0384,used for dry weights and condition only
12/2/2021,8,B,8_B,20.7,23,4B11,1.1855,1.7206,0.5351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B11,0.4074,0.4772,0.0698,0.0698,0.955,NA,NA,NA,0.5476,0.0573,0.6049,used for dry weights and condition only
12/2/2021,8,B,8_B,19,24,4B12,1.1829,1.5537,0.3708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4B12,0.4122,0.4747,0.0625,0.0625,0.795,NA,NA,NA,0.3828,0.0505,0.4333,used for dry weights and condition only
12/2/2021,8,C,8_C,18.6,1,4A1,1.1858,1.608,0.4222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A1,0.4128,0.4648,0.052,0.052,0.8422,NA,NA,NA,0.4294,0.0448,0.4742,used for dry weights and condition only
12/2/2021,8,C,8_C,18.1,2,4A2,1.1737,1.55,0.3763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A2,0.4156,0.4543,0.0387,0.0387,0.7984,NA,NA,NA,0.3828,0.0322,0.415,used for dry weights and condition only
12/2/2021,8,C,8_C,14.1,3,4A3,1.1745,1.3455,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A3,0.4193,0.4416,0.0223,0.0223,0.593,NA,NA,NA,0.1737,0.0196,0.1933,used for dry weights and condition only
12/2/2021,8,C,8_C,11.5,4,4A4,1.1805,1.2877,0.1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A4,0.4112,0.4242,0.013,0.013,0.5195,NA,NA,NA,0.1083,0.0119,0.1202,used for dry weights and condition only
12/2/2021,8,C,8_C,10.6,5,4A5,1.188,1.2674,0.0794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A5,0.4114,0.4212,0.0098,0.0098,0.4913,NA,NA,NA,0.0799,0.0093,0.0892,used for dry weights and condition only
12/2/2021,8,C,8_C,11,6,4A6,1.1643,1.265,0.1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A6,0.4175,0.4256,0.0081,0.0081,0.5175,NA,NA,NA,0.1,0.0088,0.1088,used for dry weights and condition only
12/2/2021,8,C,8_C,10.4,7,4A7,1.1717,1.2394,0.0677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A7,0.4092,0.4153,0.0061,0.0061,0.4774,NA,NA,NA,0.0682,0.0056,0.0738,used for dry weights and condition only
12/2/2021,8,C,8_C,5.8,8,4A8,1.1813,1.1963,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A8,0.4206,0.4219,0.0013,0.0013,0.4365,NA,NA,NA,0.0159,0.0004,0.0163,used for dry weights and condition only
12/2/2021,8,C,8_C,5.1,9,4A9,1.1833,1.1922,0.0089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A9,0.4131,0.4138,0.0007,0.0007,0.4226,NA,NA,NA,0.0095,0.0001,0.0096,used for dry weights and condition only
12/2/2021,8,C,8_C,5.5,10,4A10,1.1695,1.1802,0.0107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4A10,0.4205,0.4216,0.0011,0.0011,0.432,NA,NA,NA,0.0115,0.0003,0.0118,used for dry weights and condition only
12/2/2021,8,D,8_D,21.1,61,5C1,1.295,1.7794,0.4844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C1,0.4142,0.4787,0.0645,0.0645,0.9076,NA,NA,NA,0.4934,0.0555,0.5489,used for dry weights and condition only
12/2/2021,8,D,8_D,18.9,62,5C2,1.2826,1.6073,0.3247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5C2,0.4135,0.4613,0.0478,0.0478,0.7456,NA,NA,NA,0.3321,0.0404,0.3725,used for dry weights and condition only
12/2/2021,8,D,8_D,18.5,73,6A1,1.2778,1.6297,0.3519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A1,0.4155,0.4676,0.0521,0.0521,0.7845,NA,NA,NA,0.369,0.035,0.404,used for dry weights and condition only
12/2/2021,8,D,8_D,14.3,74,6A2,1.2699,1.4152,0.1453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A2,0.4138,0.4347,0.0209,0.0209,NA,NA,NA,NA,NA,NA,0.1662,error - dropped
12/2/2021,8,D,8_D,13.3,75,6A3,1.2744,1.4201,0.1457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A3,0.4147,0.4322,0.0175,0.0175,NA,NA,NA,NA,NA,NA,0.1632,error - dropped
12/2/2021,8,D,8_D,11.2,76,6A4,1.2704,1.3673,0.0969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A4,0.4168,0.4289,0.0121,0.0121,0.5002,NA,NA,NA,0.0834,0.0256,0.109,used for dry weights and condition only
12/2/2021,8,D,8_D,11.1,77,6A5,1.2777,1.3625,0.0848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A5,0.4109,0.4192,0.0083,0.0083,NA,NA,NA,NA,NA,NA,0.0931,error - dropped
12/2/2021,8,D,8_D,5.7,78,6A6,1.2901,1.2853,-0.0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A6,0.4119,0.4129,0.001,0.001,NA,NA,NA,NA,NA,NA,-0.0038,"used for dry weights and condition only, negative"
12/2/2021,8,D,8_D,5.9,79,6A7,1.2689,1.2836,0.0147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A7,0.415,0.4164,0.0014,0.0014,NA,NA,NA,NA,NA,NA,0.0161,error - dropped
12/2/2021,8,D,8_D,6.7,80,6A8,1.2804,1.2873,0.0069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6A8,0.4131,0.4139,0.0008,0.0008,NA,NA,NA,NA,NA,NA,0.0077,error - dropped
2/2/2022,7.5,A,7.5_A,14.9,81,81,1.2687,1.5134,0.2447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,0.411,0.45,0.039,0.039,0.6535,NA,NA,NA,0.2425,0.0412,0.2837,scallops used for RR and CR
2/2/2022,7.5,A,7.5_A,13.7,95,95,1.2565,1.4474,0.1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,0.4091,0.4417,0.0326,0.0326,0.6043,NA,NA,NA,0.1952,0.0283,0.2235,used for dry weights and condition only
2/2/2022,7.5,B,7.5_B,13.6,82,82,1.2658,1.4405,0.1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,0.4082,0.4405,0.0323,0.0323,0.5835,NA,NA,NA,0.1753,0.0317,0.207,scallops used for RR and CR
2/2/2022,7.5,B,7.5_B,13.5,94,94,1.2778,1.4364,0.1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,0.414,0.4405,0.0265,0.0265,0.5758,NA,NA,NA,0.1618,0.0233,0.1851,used for dry weights and condition only
2/2/2022,7.5,C,7.5_C,14,83,83,1.2766,1.4782,0.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,0.4175,0.4452,0.0277,0.0277,0.6177,NA,NA,NA,0.2002,0.0291,0.2293,scallops used for RR and CR
2/2/2022,7.5,C,7.5_C,15.1,112,112,1.2554,1.4935,0.2381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,0.4148,0.4572,0.0424,0.0424,0.6575,NA,NA,NA,0.2427,0.0378,0.2805,scallops used for RR and CR
2/2/2022,7.5,D,7.5_D,14.75,88,88,1.2738,1.479,0.2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,0.4121,0.4324,0.0203,0.0203,0.6201,NA,NA,NA,0.208,0.0175,0.2255,scallops used for RR and CR
2/2/2022,7.5,D,7.5_D,13.5,99,99,1.2656,1.4376,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0.4108,0.4385,0.0277,0.0277,0.5768,NA,NA,NA,0.166,0.0337,0.1997,used for dry weights and condition only
2/2/2022,7.5,E,7.5_E,13.2,89,89,1.2711,1.4182,0.1471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,0.4112,0.4376,0.0264,0.0264,0.5629,NA,NA,NA,0.1517,0.0218,0.1735,scallops used for RR and CR
2/2/2022,7.5,E,7.5_E,14.1,96,96,1.2757,1.4779,0.2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,0.4173,0.4525,0.0352,0.0352,0.624,NA,NA,NA,0.2067,0.0307,0.2374,used for dry weights and condition only
2/2/2022,7.5,F,7.5_F,13,90,90,1.2673,1.4323,0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0.4088,0.4361,0.0273,0.0273,0.5757,NA,NA,NA,0.1669,0.0254,0.1923,scallops used for RR and CR
2/2/2022,7.5,F,7.5_F,13.8,97,97,1.2812,1.4868,0.2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0.411,0.4456,0.0346,0.0346,0.624,NA,NA,NA,0.213,0.0272,0.2402,used for dry weights and condition only
