"","Date","Type","Treatment","Replicate","Temperature_bucket_C","Salinity","DO_mg_l","Temperature_spec_C","TA_mmol_kgSW","TCO2_mmol_kgSW","pH","pH_out","fCO2_out_matm","pCO2_out_matm","HCO3_out_mmol_kgSW","CO3_out_mmol_kgSW","CO2_out_mmol_kgSW","B_alk_out_mmol_kgSW","OH_out_mmol_kgSW","P_Alk_out_mmol_kgSW","Si_Alk_out_mmol_kgSW","Revelle_out","Wca_out","War_out_DIC_pH","xCO2_out._dry_at._1_atm_.ppm_.DIC_pH","pCO2_treatment"
"758","10/3/2022","Adults","7.5","C",15.8,28.51,"10.08",23.15,1965.89,1896.97,7.6825,7.77,731.3,733.9,1796.6,73.8,26.6,35.3,1.6,0,0,16.03,1.84,1.17,748.1,"Moderate"
"759","10/3/2022","Adults","8","C",15.5,28.52,"10.23",22.81,1967.57,1848.46,7.7893,7.87,556.1,558.1,1737.5,90.7,20.2,43.7,2,0,0,14.4,2.26,1.43,568.9,"Low"
"760","10/3/2022","Adults","8","D",15.5,28.51,"10.31",22.81,1963.08,1840.36,7.814,7.9,521.3,523.1,1725.9,95.5,19,45.9,2.1,0,0,14.01,2.38,1.51,533.3,"Low"
"761","10/3/2022","Adults","7.5","E",16.4,28.57,"9.84",22.75,1961.83,1880.06,7.6911,7.77,719.2,721.7,1780.2,73.7,26.1,35.6,1.6,0,0,15.93,1.84,1.17,735.8,"Moderate"
"762","10/3/2022","Adults","7.5","F",16.4,28.54,"9.88",22.92,1950.34,1882.46,7.6859,7.77,727.6,730.2,1783.5,72.4,26.5,34.6,1.5,0,0,16.12,1.81,1.15,744.4,"Moderate"
"763","10/3/2022","Adults","8","E",16.4,28.39,"10.12",22.92,1944.89,1844.82,7.8199,7.9,513.5,515.4,1729.1,97,18.7,46.4,2.1,0,0,13.94,2.42,1.53,525.4,"Low"
"764","10/3/2022","Adults","8","F",16.3,28.57,"10.23",22.9,1954.4,1843.85,7.8247,7.91,506.9,508.7,1727,98.4,18.4,47.2,2.2,0,0,13.82,2.45,1.56,518.6,"Low"
"765","10/6/2022","Adults","7.5","B",15.5,28.28,"10.24",22.46,1948.61,1884.06,7.6629,7.76,730.2,732.9,1788.6,67.5,28,33,1.3,0,0,16.6,1.68,1.06,745.6,"Moderate"
"766","10/6/2022","Adults","7.5","D",15.5,28.34,"9.74",22.63,1953.69,1887.18,7.6605,7.76,731.2,733.8,1791.5,67.7,28,33.1,1.3,0,0,16.58,1.68,1.06,746.6,"Moderate"
"767","10/6/2022","Adults","8","A",15.5,28.31,"10.29",22.76,1926.52,1848.66,7.748,7.85,576.2,578.3,1745.1,81.5,22.1,40,1.6,0,0,15.19,2.03,1.28,588.4,"Low"
"768","10/6/2022","Adults","8","B",15.5,28.41,"10.47",22.74,1928.75,1857.46,7.7377,7.84,593.7,595.8,1754.6,80.1,22.7,39.3,1.6,0,0,15.34,1.99,1.26,606.2,"Low"
"769","10/6/2022","Adults","7.5","G",16.1,28.32,"9.83",22.77,1942.51,1878.11,7.6679,7.76,728.6,731.2,1781.7,69,27.4,33.7,1.4,0,0,16.4,1.72,1.09,744.4,"Moderate"
"770","10/6/2022","Adults","8","G",16.1,28.34,"9.84",22.76,1938.94,1834.85,7.7872,7.89,532.3,534.2,1726.1,88.7,20,43.3,1.8,0,0,14.52,2.21,1.4,543.9,"Low"
"771","10/11/2022","Adults","7.5","A",13.1,28.16,"10.56",22.25,1959.26,1871.41,7.7472,7.88,540,542,1769.3,79.8,22.3,39.5,1.4,0,0,15.53,1.98,1.24,550,"Moderate"
"772","10/11/2022","Adults","7.5","B",13.3,28.23,"10.99",23.19,1972.09,1867.47,7.7913,7.94,471.2,NA,1757,91.2,19.3,44.7,1.6,0,0,14.57,2.26,1.42,480.1,"Moderate"
"773","10/11/2022","Adults","8","A",13.1,28.15,"10.92",22.59,1951.67,1830.72,7.8536,8,401.5,403,1713.5,100.7,16.6,49.8,1.8,0,0,13.68,2.5,1.57,409,"Low"
"774","10/11/2022","Adults","8","B",13.2,28.2,"10.74",23.17,1958.25,1828.96,7.8892,8.04,360.9,362.2,1702.9,111.3,14.8,54.5,2,0,0,12.99,2.76,1.74,367.6,"Low"
"775","10/11/2022","Adults","7.5","E",14,28.17,"10.45",22.53,1967.97,1870.04,7.7411,7.87,562.8,564.8,1767.8,79.7,22.6,39.2,1.4,0,0,15.51,1.98,1.25,573.8,"Moderate"
"776","10/11/2022","Adults","7.5","F",14.2,28.09,"10.27",23.25,1974.17,1873.3,7.7694,7.9,517.3,519.2,1765.5,87.1,20.6,42.3,1.6,0,0,14.93,2.17,1.36,527.5,"Moderate"
"777","10/11/2022","Adults","8","E",14,28.13,"10.36",22.54,1955.31,1837.96,7.8427,7.97,430.8,432.4,1721.9,98.7,17.3,48.3,1.8,0,0,13.86,2.45,1.54,439.2,"Low"
"778","10/11/2022","Adults","8","F",14.1,28.14,"10.16",23.13,1966.07,1844.41,7.857,7.99,410.1,411.7,1723.6,104.4,16.4,50.6,1.9,0,0,13.51,2.59,1.63,418.2,"Low"
"779","10/12/2022","Adults","7.5","C",13.2,28.38,"10.62",23.21,1968.44,1895.42,7.7217,7.87,564.5,566.6,1793.1,79.1,23.2,39,1.3,0,0,15.69,1.96,1.23,575.1,"Moderate"
"780","10/12/2022","Adults","7.5","D",13.2,28.39,"10.66",23.1,1957.92,1898.4,7.7289,7.87,557.5,559.6,1795.1,80.3,22.9,39.5,1.3,0,0,15.6,1.99,1.25,568,"Moderate"
"781","10/12/2022","Adults","8","C",13.2,28.4,"10.77",23.18,1953.78,1859.62,7.8257,7.97,428.7,430.3,1743.4,98.6,17.6,48.4,1.7,0,0,13.96,2.44,1.54,436.7,"Low"
"782","10/12/2022","Adults","8","D",13.2,28.39,"10.66",23.1,1974.09,1867.54,7.8175,7.97,440.7,442.3,1752.5,96.9,18.1,47.5,1.7,0,0,14.13,2.4,1.51,448.9,"Low"
"783","10/12/2022","Adults","7.5","G",14.4,28.42,"10.06",23.01,1973.74,1896.01,7.7129,7.84,610,612.3,1794.3,77.5,24.1,37.9,1.4,0,0,15.8,1.92,1.21,622.2,"Moderate"
"784","10/12/2022","Adults","8","G",14,28.4,"10.2",23.15,1975.28,1868.99,7.7952,7.93,480.9,482.6,1757.1,92.6,19.3,45.2,1.7,0,0,14.44,2.3,1.45,490.2,"Low"
"785","10/17/2022","Adults","7.5","A",13.1,28.62,"10.37",22.64,1984.97,1908.82,7.7003,7.84,607.6,609.9,1808.9,74.9,25,37,1.2,0,0,16.1,1.85,1.17,618.9,"Moderate"
"786","10/17/2022","Adults","7.5","C",13,28.65,"10.75",22.79,1985.34,1904.45,7.712,7.85,583.4,585.6,1803.2,77.2,24.1,38.2,1.3,0,0,15.88,1.91,1.2,594.3,"Moderate"
"787","10/17/2022","Adults","8","A",13.1,28.22,"10.59",22.57,1975.08,1867.72,7.8309,7.97,433.3,434.9,1752.1,97.7,17.9,47.7,1.7,0,0,14.09,2.42,1.52,441.3,"Low"
"788","10/17/2022","Adults","8","B",13.1,28.7,"10.46",22.8,1991.69,1867.92,7.8299,7.97,429.2,430.8,1750.8,99.4,17.7,49,1.7,0,0,13.92,2.46,1.55,437.2,"Low"
"789","10/17/2022","Adults","7.5","F",13.2,28.58,"10",22.62,1981.97,1915.14,7.7055,7.84,604.9,607.2,1814.4,75.9,24.8,37.3,1.3,0,0,16.05,1.88,1.18,616.3,"Moderate"
"790","10/17/2022","Adults","7.5","G",13.5,28.54,"9.87",22.62,1991.75,1927.65,7.6887,7.82,642.5,644.9,1828,73.5,26.1,35.9,1.2,0,0,16.32,1.82,1.15,654.7,"Moderate"
"791","10/17/2022","Adults","8","E",13,28.62,"10.29",22.7,1983.86,1869.22,7.8544,8,404.2,405.7,1747.9,104.6,16.7,51.2,1.8,0,0,13.58,2.59,1.63,411.7,"Low"
"792","10/17/2022","Adults","8","G",13.1,28.63,"10.41",22.61,1979.21,1882.73,7.7954,7.94,474.6,476.4,1771.3,91.9,19.5,45.3,1.6,0,0,14.55,2.27,1.43,483.4,"Low"
"793","10/20/2022","Adults","7.5","B",13.5,28.43,"10.17",22.62,1995.66,1893.45,7.7858,7.92,495.3,497.2,1783.1,90.1,20.2,43.9,1.5,0,0,14.77,2.23,1.41,504.7,"Moderate"
"794","10/20/2022","Adults","7.5","D",13,28.48,"10.72",22.59,1981.41,1877.05,7.7757,7.91,499.6,501.4,1769.2,87.3,20.5,43.2,1.5,0,0,14.89,2.16,1.36,508.9,"Moderate"
"795","10/20/2022","Adults","8","C",13.4,28.51,"10.28",22.44,1982.86,1832.39,7.9224,8.06,342.7,343.9,1700.4,118,14,57.7,2.1,0,0,12.59,2.92,1.84,349.1,"Low"
"796","10/20/2022","Adults","8","D",12.9,28.42,"10.72",22.53,1981.03,1864.04,7.8225,7.96,441.5,443.1,1749.8,96,18.2,47.2,1.6,0,0,14.17,2.38,1.5,449.7,"Low"
"797","10/20/2022","Adults","7.5","E",13,28.53,"10.52",22.89,1971.98,1878.83,7.76,7.9,516.7,518.6,1772.6,85,21.2,42,1.5,0,0,15.09,2.11,1.33,526.4,"Moderate"
"798","10/20/2022","Adults","8","F",12.9,28.54,"10.83",22.76,1987.68,1865.8,7.8107,7.95,453.3,455,1753,94.1,18.6,46.3,1.6,0,0,14.32,2.33,1.47,461.8,"Low"
"799","10/24/2022","Adults","7.5","A",13.2,28.11,"10.39",22.45,1974.13,1912.41,7.6629,7.79,677.1,679.6,1817.1,67.4,27.9,33.1,1.1,0,0,16.86,1.67,1.05,689.8,"Moderate"
"800","10/24/2022","Adults","7.5","B",13.2,28.16,"10.34",22.93,1967.35,1909.09,7.6613,7.8,667.3,669.8,1813.5,68.2,27.5,33.6,1.1,0,0,16.77,1.69,1.06,679.8,"Moderate"
"801","10/24/2022","Adults","7.5","D",13.2,28.17,"10.78",22.83,1973.34,1908.81,7.6827,7.82,635.1,637.5,1811.2,71.5,26.1,35.1,1.2,0,0,16.47,1.77,1.11,647,"Moderate"
"802","10/24/2022","Adults","8","A",13,28.17,"11",22.69,1976.9,1882.36,7.7644,7.91,510.5,512.4,1776.5,84.8,21.1,41.6,1.4,0,0,15.18,2.1,1.32,519.9,"Low"
"803","10/24/2022","Adults","8","B",13,28.14,"10.77",22.74,1962.37,1885.17,7.7542,7.9,523.4,525.4,1780.5,83,21.7,40.7,1.4,0,0,15.35,2.06,1.29,533.1,"Low"
"804","10/24/2022","Adults","7.5","G",13.3,28.16,"11.15",22.79,1951.06,1912.79,7.6643,7.8,669.6,672.1,1816.8,68.5,27.5,33.6,1.1,0,0,16.75,1.7,1.07,682.2,"Moderate"
"805","10/24/2022","Adults","8","E",13.2,28.19,"11.02",23.04,1967.59,1890.83,7.722,7.87,566.9,569,1789.3,78.2,23.3,38.4,1.3,0,0,15.78,1.94,1.22,577.5,"Low"
"806","10/24/2022","Adults","8","G",13.1,28.18,"10.96",22.88,1983.95,1881.16,7.7664,7.91,506.3,508.2,1774.6,85.7,20.9,42,1.4,0,0,15.09,2.13,1.34,515.7,"Low"
"807","10/27/2022","Adults","7.5","C",13.1,27.96,"10.34",22.87,1984.27,1920.05,7.6437,7.78,700.6,703.2,1825.8,65.3,29,31.9,1.1,0,0,17.12,1.62,1.02,713.6,"Moderate"
"808","10/27/2022","Adults","8","C",13.1,27.95,"10.76",22.7,1988.96,1895.71,7.7399,7.88,549.1,551.1,1792.8,80.3,22.7,39.1,1.3,0,0,15.66,1.99,1.25,559.3,"Low"
"809","10/27/2022","Adults","8","D",12.9,27.92,"10.99",22.66,1990.96,1893.49,7.7324,7.87,555,557.1,1791.9,78.5,23.1,38.4,1.3,0,0,15.8,1.95,1.22,565.2,"Low"
"810","10/27/2022","Adults","7.5","E",13,27.98,"10.63",22.58,1991.76,1926.69,7.6525,7.79,691.8,694.4,1831.8,66.2,28.7,32.3,1.1,0,0,17.07,1.65,1.03,704.6,"Moderate"
"811","10/27/2022","Adults","7.5","F",13,27.94,"10.91",22.67,1981.12,1919.17,7.6529,7.79,686.5,689.1,1824.5,66.2,28.5,32.4,1.1,0,0,17.04,1.64,1.03,699.3,"Moderate"
"812","10/27/2022","Adults","8","F",13,28,"10.57",22.74,1993,1895.02,7.727,7.87,563.3,565.4,1793.6,78,23.3,38.2,1.3,0,0,15.84,1.94,1.22,573.7,"Low"
"813","10/30/2022","Adults","7.5","B",11.4,28.29,"10.74",22.56,1971.2,1912.76,7.6871,7.85,584.2,586.4,1815.6,71.6,25.6,35.9,1.1,0,0,16.49,1.77,1.11,594.1,"Moderate"
"814","10/30/2022","Adults","8","B",11.2,28.22,"10.93",22.8,1989.2,1881.06,7.7838,7.96,445,446.7,1772.9,88.5,19.6,44.2,1.3,0,0,14.88,2.19,1.37,452.5,"Low"
"815","10/30/2022","Adults","7.5","F",11.3,28.26,"10.92",22.49,1985.01,1905.13,7.7083,7.87,551.4,553.5,1806.3,74.6,24.2,37.5,1.1,0,0,16.19,1.85,1.16,560.7,"Moderate"
"816","10/30/2022","Adults","7.5","G",11.2,28.28,"10.95",22.7,1984.91,1912.94,7.6993,7.87,561.9,564.1,1814.3,73.9,24.7,37,1.1,0,0,16.29,1.83,1.15,571.4,"Moderate"
"817","10/30/2022","Adults","8","F",11.1,28.27,"10.8",22.43,1991.97,1889.05,7.7601,7.93,483.9,485.7,1784.4,83.4,21.2,41.8,1.2,0,0,15.32,2.06,1.29,492,"Low"
"818","10/30/2022","Adults","8","G",11.1,28.35,"11.09",22.31,1981.01,1878.61,7.798,7.96,440,441.6,1769.2,90.2,19.3,45.1,1.4,0,0,14.71,2.23,1.4,447.4,"Low"
