Date,sample_type,treatment,water_sample_time,vol_filtered_L,initial_filter_weight_mg,dry_filter_weight_mg,ash_filter_weight_mg,animal_number,tank_ID,inclubation_time_hours,animal_length_mm,animal_dry_weight_mg
20221027,water_Input,7.5,9:50,0.25,23.534,25.407,24.945,NA,NA,NA,NA,NA
20221027,water_Input,7.5,10:10,0.25,25.499,26.76,26.466,NA,NA,NA,NA,NA
20221027,water_Input,7.5,10:30,0.25,24.123,25.214,24.875,NA,NA,NA,NA,NA
20221027,water_Input,7.5,10:50,0.25,25.572,26.604,26.295,NA,NA,NA,NA,NA
20221027,water_Input,7.5,11:00,0.25,24.931,25.959,25.562,NA,NA,NA,NA,NA
20221027,feces,7.5,NA,NA,25.27,30.83,29.736,1,7.5A,1.5,46.49,1.2339
20221027,feces,7.5,NA,NA,24.436,27.823,27.053,2,7.5B,1.5,45.52,1.0538
20221027,feces,7.5,NA,NA,23.454,28.65,27.578,3,7.5C,1.5,51.74,1.8877
20221027,feces,7.5,NA,NA,24.286,35.543,33.155,4,7.5D,1.5,50.04,1.7971
20221027,feces,7.5,NA,NA,24.526,31.447,30.057,5,7.5E,1.5,49.86,2.83
20221027,feces,7.5,NA,NA,24.577,26.469,25.939,6,7.5F,1.5,42.58,1.4466
20221027,feces,7.5,NA,NA,23.837,34.516,32.582,7,7.5G,1.5,57.87,0.8803
20221027,pseudofeces,7.5,NA,NA,25.359,38.78,35.906,1,7.5A,1.5,46.49,1.2339
20221027,pseudofeces,7.5,NA,NA,24.737,25.038,24.843,2,7.5B,1.5,45.52,1.0538
20221027,pseudofeces,7.5,NA,NA,24.692,29.951,28.836,3,7.5C,1.5,51.74,1.8877
20221027,pseudofeces,7.5,NA,NA,23.971,55.77,50.389,4,7.5D,1.5,50.04,1.7971
20221027,pseudofeces,7.5,NA,NA,24.424,32.591,31.028,5,7.5E,1.5,49.86,2.83
20221027,pseudofeces,7.5,NA,NA,NA,NA,NA,6,7.5F,1.5,42.58,1.4466
20221027,pseudofeces,7.5,NA,NA,24.572,31.087,29.769,7,7.5G,1.5,57.87,0.8803
20221027,water_Blank,8,9:30,0.25,26.491,27.949,27.406,NA,NA,NA,NA,NA
20221027,water_Blank,8,9:50,0.25,24.967,26.31,25.889,NA,NA,NA,NA,NA
20221027,water_Blank,8,10:10,0.25,25.115,25.891,25.639,NA,NA,NA,NA,NA
20221027,water_Blank,8,10:30,0.25,24.614,25.325,25.056,NA,NA,NA,NA,NA
20221027,water_Blank,8,10:50,0.25,23.983,24.909,24.605,NA,NA,NA,NA,NA
20221027,water_Blank,8,11:00,0.25,25.301,26.149,25.843,NA,NA,NA,NA,NA
20221027,water_Input,8,9:30,0.25,25.183,26.146,25.795,NA,NA,NA,NA,NA
20221027,water_Input,8,9:50,0.25,24.615,25.504,25.154,NA,NA,NA,NA,NA
20221027,water_Input,8,10:10,0.25,25.332,26.308,25.975,NA,NA,NA,NA,NA
20221027,water_Input,8,10:30,0.25,24.205,25.045,24.735,NA,NA,NA,NA,NA
20221027,water_Input,8,10:50,0.25,24.208,25.103,24.783,NA,NA,NA,NA,NA
20221027,water_Input,8,11:00,0.25,25.305,26.22,25.883,NA,NA,NA,NA,NA
20221027,feces,8,NA,NA,25.5,32.638,31.4,1,8A,1.5,55.98,2.0565
20221027,feces,8,NA,NA,25.816,33.731,32.34,2,8B,1.5,53.76,2.1796
20221027,feces,8,NA,NA,24.122,31.135,29.997,3,8C,1.5,47.16,1.1035
20221027,feces,8,NA,NA,24.919,32.94,31.267,4,8D,1.5,53.93,2.131
20221027,feces,8,NA,NA,24.582,31.522,30.202,5,8E,1.5,43.66,0.7993
20221027,feces,8,NA,NA,24.431,31.163,29.985,6,8F,1.5,48.11,1.0177
20221027,feces,8,NA,NA,24.095,25.994,25.533,7,8G,1.5,46.79,1.3842
20221027,pseudofeces,8,NA,NA,25.148,26.815,26.436,1,8A,1.5,55.98,2.0565
20221027,pseudofeces,8,NA,NA,25.81,42.125,39.497,2,8B,1.5,53.76,2.1796
20221027,pseudofeces,8,NA,NA,24.769,33.296,31.75,3,8C,1.5,47.16,1.1035
20221027,pseudofeces,8,NA,NA,25.481,31.075,29.259,4,8D,1.5,53.93,2.131
20221027,pseudofeces,8,NA,NA,24.793,36.914,34.817,5,8E,1.5,43.66,0.7993
20221027,pseudofeces,8,NA,NA,24.797,49.389,45.003,6,8F,1.5,48.11,1.0177
20221027,pseudofeces,8,NA,NA,24.689,37.199,35.033,7,8G,1.5,46.79,1.3842
