Date,Type,Treatment,Replicate,Temperature_bucket_C,Salinity,DO_mg_l,Temperature_spec_C,TA_mmol_kgSW,TCO2_mmol_kgSW,pH ,pH_out,fCO2_out_matm,pCO2_out_matm,HCO3_out_mmol_kgSW,CO3_out_mmol_kgSW,CO2_out_mmol_kgSW,B_alk_out_mmol_kgSW,OH_out_mmol_kgSW,P_Alk_out_mmol_kgSW,Si_Alk_out_mmol_kgSW,Revelle_out,Wca_out,War_out_DIC_pH,xCO2_out _dry_at _1_atm_ ppm_ DIC_pH
7/30/2021,Larvae,7.5,10,22.7,27.1,,20.07,1935.166046,1809.341752,7.7900,7.752,750.3,752.8,1705.5,80.3,23.6,36.5,2.4,0.0,0.0,15.039,2.04,1.31,773.6
7/30/2021,Larvae,7,11,22.5,27.2,,20.04,1944.640625,1911.079397,7.4600,7.429,1678.9,1684.4,1817.6,40.5,53.0,18.4,1.1,0.0,0.0,17.839,1.03,0.66,1730.3
7/30/2021,Larvae,7,12,22.7,27.2,,19.98,1942.868997,1911.427388,7.4600,7.426,1693.5,1699.1,1817.8,40.5,53.2,18.3,1.1,0.0,0.0,17.814,1.03,0.66,1745.9
7/30/2021,Larvae,7,13,22.7,27.2,,20.08,1938.386454,1900.602383,7.4900,7.457,1569.6,1574.7,1808.1,43.2,49.3,19.6,1.2,0.0,0.0,17.819,1.10,0.70,1618.1
7/30/2021,Larvae,7,14,22.9,27.2,,20.07,1935.352692,1904.455141,7.4700,7.435,1657.0,1662.4,1811.3,41.4,51.8,18.8,1.2,0.0,0.0,17.796,1.05,0.68,1708.8
7/30/2021,Larvae,7,15,22.8,27.2,,20.11,1936.0337,1898.787859,7.4800,7.446,1607.9,1613.2,1806.2,42.3,50.4,19.2,1.2,0.0,0.0,17.806,1.07,0.69,1657.9
7/31/2021,Larvae,8,1,22.2,27,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,8,2,22.3,27,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,8,3,22.3,27,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,8,4,22.3,27,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,8,5,22.3,26.9,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,7.5,6,22.3,26.9,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,7.5,7,22.2,26.9,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,7.5,8,22.4,27,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,7.5,9,22.3,27,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,7.5,10,22.4,26.9,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,7,11,22.4,26.9,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,7,12,22.5,27,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,7,13,22.5,26.9,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,7,14,22.5,27,,,,,,,,,,,,,,,,,,,
7/31/2021,Larvae,7,15,22.6,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,8,1,21.9,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,8,2,22,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,8,3,22,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,8,4,22,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,8,5,21.9,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,7.5,6,22,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,7.5,7,21.8,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,7.5,8,22,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,7.5,9,22,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,7.5,10,22.1,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,7,11,22.1,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,7,12,22.1,27.1,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,7,13,22.3,27.1,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,7,14,22.2,27,,,,,,,,,,,,,,,,,,,
8/1/2021,Larvae,7,15,22.4,27,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,8,1,21.8,27.3,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,8,2,21.8,27.3,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,8,3,21.9,27.3,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,8,4,21.9,27.3,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,8,5,22,27.2,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,7.5,6,22.3,27.1,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,7.5,7,22,27.2,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,7.5,8,22,27.3,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,7.5,9,21.9,27.3,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,7.5,10,22.1,27.3,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,7,11,22.4,27.2,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,7,12,22.5,27.4,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,7,13,22.2,27.3,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,7,14,22,27.3,,,,,,,,,,,,,,,,,,,
8/2/2021,Larvae,7,15,22.3,27.3,,,,,,,,,,,,,,,,,,,
8/3/2021,Larvae,8,1,22.8,27.2,,20.26,1957.122888,1743.422,8.0000,7.962,436.2,437.6,1606.5,123.3,13.7,55.7,4.0,0.0,0.0,11.903,3.13,2.01,449.8
8/3/2021,Larvae,8,2,22.8,27.2,,20.21,1949.832156,1750.491,8.0000,7.961,438.8,440.2,1613.2,123.6,13.7,55.7,4.0,0.0,0.0,11.925,3.14,2.01,452.4
8/3/2021,Larvae,8,3,22.8,27.2,,20.17,1953.2708,1751.647,8.0000,7.961,439.7,441.2,1614.4,123.5,13.8,55.6,4.0,0.0,0.0,11.935,3.14,2.01,453.4
8/3/2021,Larvae,8,4,22.9,27.2,,20.06,1948.541404,1750.367,8.0000,7.957,442.9,444.4,1613.5,123.0,13.8,55.4,4.0,0.0,0.0,11.951,3.13,2.00,456.8
8/3/2021,Larvae,8,5,23,27.2,,20.03,1950.790136,1754.703,7.9500,7.906,503.6,505.3,1628.3,110.7,15.7,50.2,3.6,0.0,0.0,12.633,2.82,1.80,519.5
8/3/2021,Larvae,7.5,6,22.8,27.1,,19.93,1948.944764,1828.89,7.7800,7.739,783.1,785.7,1725.3,79.0,24.5,35.6,2.4,0.0,0.0,15.238,2.01,1.29,807.5
8/3/2021,Larvae,7.5,7,22.9,27.1,,19.85,1946.343092,1831.139,7.7700,7.727,807.9,810.6,1728.6,77.3,25.2,34.7,2.3,0.0,0.0,15.389,1.97,1.26,833.2
8/3/2021,Larvae,7.5,8,22.9,27.1,,19.93,1946.544772,1830.406,7.7700,7.728,805.4,808.1,1727.8,77.4,25.2,34.8,2.3,0.0,0.0,15.372,1.97,1.26,830.6
8/3/2021,Larvae,7.5,9,22.9,27.1,,19.99,1942.501088,1828.878,7.7800,7.739,784.6,787.1,1725.1,79.2,24.5,35.6,2.4,0.0,0.0,15.220,2.02,1.29,809.1
8/3/2021,Larvae,7.5,10,23,27.2,,20,1946.433848,1834.804,7.7800,7.737,789.2,791.8,1730.5,79.8,24.6,35.8,2.4,0.0,0.0,15.193,2.03,1.30,814.1
8/3/2021,Larvae,7,11,23,27.2,,19.99,1949.822072,1915.005,7.4900,7.452,1602.0,1607.3,1821.6,43.5,49.9,19.6,1.3,0.0,0.0,17.806,1.11,0.71,1652.4
8/3/2021,Larvae,7,12,23,27.2,,19.91,1953.885924,1921.416,7.4800,7.441,1647.7,1653.1,1827.5,42.6,51.3,19.1,1.2,0.0,0.0,17.815,1.08,0.69,1699.5
8/3/2021,Larvae,7,13,23,27.2,,19.92,1956.174992,1924.932,7.4500,7.412,1764.9,1770.7,1830.1,39.9,55.0,17.9,1.1,0.0,0.0,17.774,1.01,0.65,1820.4
8/3/2021,Larvae,7,14,23,27.2,,19.93,1958.131288,1925.74,7.4400,7.402,1805.1,1811.0,1830.5,39.0,56.2,17.5,1.1,0.0,0.0,17.746,0.99,0.64,1861.8
8/3/2021,Larvae,7,15,23,27.4,,19.89,1950.931312,1926.833,7.4500,7.412,1765.7,1771.5,1831.8,40.1,54.9,18.1,1.1,0.0,0.0,17.743,1.02,0.65,1821.2
8/4/2021,Larvae,8,1,23.7,27.1,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,8,2,23.7,27.2,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,8,3,23.7,27.1,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,8,4,23.6,27.1,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,8,5,23.7,27.1,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,7.5,6,23.6,27.1,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,7.5,7,23.7,27.1,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,7.5,8,23.7,27.1,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,7.5,9,23.6,27.1,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,7.5,10,23.6,27.1,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,7,11,23.6,27.2,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,7,12,23.7,27.2,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,7,13,23.8,27.2,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,7,14,23.7,27.2,,,,,,,,,,,,,,,,,,,
8/4/2021,Larvae,7,15,23.7,27.1,,,,,,,,,,,,,,,,,,,
8/5/2021,Larvae,8,1,22.6,27.1,,20.27,1949.705739,1731.829,8.0200,7.985,409.6,410.9,1591.4,127.5,12.9,57.7,4.1,0.0,0.0,11.653,3.24,2.07,422.2
8/5/2021,Larvae,8,2,22.6,27.2,,20.15,1949.664218,1736.7,8.0100,7.973,422.4,423.8,1598.4,125.0,13.3,56.7,4.0,0.0,0.0,11.788,3.18,2.03,435.4
8/5/2021,Larvae,8,3,22.7,27.1,,20.06,1954.314536,1735.843,8.0100,7.970,425.6,427.0,1598.2,124.3,13.4,56.2,4.0,0.0,0.0,11.826,3.16,2.02,438.8
8/5/2021,Larvae,8,4,22.7,27.1,,19.96,1948.63734,1735.408,8.0200,7.979,416.8,418.2,1595.8,126.5,13.1,57.1,4.1,0.0,0.0,11.716,3.22,2.06,429.7
8/5/2021,Larvae,8,5,22.7,27.1,,19.88,1949.981193,1735.482,7.9700,7.928,472.0,473.5,1607.3,113.3,14.8,51.8,3.6,0.0,0.0,12.392,2.88,1.85,486.6
8/5/2021,Larvae,7.5,6,22.6,27.1,,19.73,1943.528269,1813.676,7.7800,7.739,775.9,778.4,1711.4,77.8,24.4,35.4,2.3,0.0,0.0,15.261,1.98,1.27,799.8
8/5/2021,Larvae,7.5,7,22.7,27.1,,19.75,1954.61227,1821.144,7.7800,7.738,781.6,784.1,1718.4,78.2,24.6,35.4,2.3,0.0,0.0,15.265,1.99,1.27,805.7
8/5/2021,Larvae,7.5,8,22.6,27.2,,19.78,1949.258125,1819.156,7.7800,7.740,776.3,778.9,1716.3,78.4,24.4,35.6,2.3,0.0,0.0,15.231,1.99,1.28,800.2
8/5/2021,Larvae,7.5,9,22.6,27.2,,19.78,1948.529994,1815.652,7.7900,7.750,756.9,759.4,1711.8,80.0,23.8,36.4,2.4,0.0,0.0,15.086,2.03,1.30,780.1
8/5/2021,Larvae,7.5,10,22.6,27.2,,19.75,1948.448978,1816.086,7.7800,7.739,775.8,778.3,1713.5,78.2,24.4,35.6,2.3,0.0,0.0,15.231,1.99,1.27,799.6
8/5/2021,Larvae,7,11,22.7,27.2,,19.75,1973.5609,1919.28,7.4500,7.414,1750.3,1756.1,1824.8,39.5,55.0,17.8,1.1,0.0,0.0,17.796,1.00,0.64,1804.5
8/5/2021,Larvae,7,12,22.8,27.2,,19.64,1958.71573,1921.082,7.4300,7.391,1843.8,1849.9,1825.7,37.7,57.7,17.1,1.1,0.0,0.0,17.712,0.96,0.61,1901.2
8/5/2021,Larvae,7,13,22.8,27.2,,19.59,1959.764888,1922.97,7.4300,7.391,1848.2,1854.3,1827.4,37.7,57.9,17.0,1.1,0.0,0.0,17.712,0.96,0.61,1905.7
8/5/2021,Larvae,7,14,22.9,27.2,,19.74,1954.860382,1923.927,7.4300,7.391,1847.6,1853.7,1828.4,37.9,57.7,17.1,1.1,0.0,0.0,17.709,0.96,0.62,1905.4
8/5/2021,Larvae,7,15,22.8,27.2,,19.69,1954.327701,1919.777,7.4300,7.392,1840.0,1846.1,1824.5,37.7,57.6,17.1,1.1,0.0,0.0,17.713,0.96,0.61,1897.3
8/6/2021,Larvae,8,1,22.5,27.3,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,8,2,22.5,27.3,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,8,3,22.6,27.3,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,8,4,22.6,27.3,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,8,5,22.5,27.2,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,7.5,6,22.6,27.3,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,7.5,7,22.6,27.3,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,7.5,8,22.5,27.4,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,7.5,9,22.6,27.3,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,7.5,10,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,7,11,22.9,27.2,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,7,12,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,7,13,22.6,27.3,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,7,14,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/6/2021,Larvae,7,15,22.9,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,8,1,22.6,27.3,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,8,2,22.6,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,8,3,22.6,27.3,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,8,4,22.6,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,8,5,22.6,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,7.5,6,22.8,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,7.5,7,22.7,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,7.5,8,22.6,27.3,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,7.5,9,22.8,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,7.5,10,22.8,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,7,11,22.9,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,7,12,22.8,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,7,13,22.8,27.3,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,7,14,22.8,27.2,,,,,,,,,,,,,,,,,,,
8/7/2021,Larvae,7,15,22.8,27.3,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,8,1,22.5,27.2,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,8,2,22.4,27.1,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,8,3,22.4,27.2,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,8,4,22.3,27.1,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,8,5,22.4,27.2,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,7.5,6,22.6,27.2,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,7.5,7,22.4,27.2,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,7.5,8,22.5,27.2,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,7.5,9,22.6,27.1,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,7.5,10,22.5,27.2,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,7,11,22.9,27,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,7,12,22.7,27,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,7,13,22.6,27.2,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,7,14,22.5,27.3,,,,,,,,,,,,,,,,,,,
8/8/2021,Larvae,7,15,22.6,27.1,,,,,,,,,,,,,,,,,,,
8/9/2021,Larvae,8,1,22.9,27,,20.42,1915.942051,1715.353,8.0000,7.963,429.1,430.5,1580.6,121.4,13.4,55.4,4.0,0.0,0.0,11.869,3.09,1.98,442.6
8/9/2021,Larvae,8,2,22.8,27.1,,20.34,1880.621437,1704.241,7.9800,7.943,446.7,448.1,1574.8,115.5,14.0,53.5,3.8,0.0,0.0,12.105,2.94,1.88,460.6
8/9/2021,Larvae,8,3,22.9,27.1,,20.17,1908.180694,1723.85,7.9900,7.949,445.5,447.0,1591.2,118.7,13.9,54.2,3.9,0.0,0.0,12.039,3.02,1.93,459.5
8/9/2021,Larvae,8,4,22.8,27.1,,20.09,1885.920133,1706.869,7.9800,7.940,451.5,452.9,1578.0,114.7,14.1,53.1,3.8,0.0,0.0,12.159,2.92,1.87,465.5
8/9/2021,Larvae,8,5,22.8,27.1,,20.02,1890.555611,1711.487,7.9400,7.899,499.8,501.4,1590.6,105.3,15.7,49.0,3.4,0.0,0.0,12.725,2.68,1.71,515.3
8/9/2021,Larvae,7.5,6,22.8,27,,20.3,1917.134635,1805.839,7.7700,7.734,782.4,785.0,1704.3,77.0,24.5,35.0,2.3,0.0,0.0,15.288,1.96,1.26,806.8
8/9/2021,Larvae,7.5,7,22.9,27,,20.05,1919.242037,1811.52,7.7700,7.730,794.5,797.2,1710.0,76.7,24.8,34.8,2.3,0.0,0.0,15.341,1.95,1.25,819.4
