10/26/2021/12:22:12 PM	1209	2	M600	1.5	-1.091	0.007	102.76	98.87	100.40	19.59	0.8	-3.259	0.234	100.51	98.59	99.55	19.59	5.6	-7.676	0.428	98.09	95.11	96.71	19.59	30.3	-1.967	0.021	101.31	97.53	99.33	19.59	7.4	-4.920	0.155	100.20	96.38	98.17	19.64	1.1	-3.623	0.180	100.87	98.37	99.60	19.64	2.1	-3.051	0.231	99.02	97.36	98.24	19.64	50.5	-3.269	0.056	100.95	96.85	98.83	19.64	19.59	20.00	0.10	19.64	20.00	0.10
10/26/2021/12:32:12 PM	1809	3	M600	5.4	-3.570	0.088	101.69	98.42	100.00	19.58	1.5	-5.982	0.513	99.84	97.68	98.74	19.58	NaN	NaN	0.000	97.09	94.77	NaN	19.58	19.0	-1.227	0.008	100.93	97.19	99.07	19.58	6.5	-4.259	0.140	99.32	95.93	97.50	19.63	1.5	-4.709	0.288	100.08	97.73	98.95	19.63	3.7	-5.084	0.435	98.57	96.53	97.60	19.63	49.9	-3.158	0.055	100.45	96.44	98.32	19.63	19.58	20.00	0.10	19.63	20.00	0.10
10/26/2021/12:42:12 PM	2409	4	M600	2.8	-2.105	0.021	101.39	97.87	99.51	19.57	1.1	-4.709	0.340	99.16	96.88	97.88	19.57	NaN	NaN	0.000	101.81	95.44	NaN	19.57	-4.4	-0.037	0.000	101.13	96.75	98.83	19.57	5.1	-3.419	0.091	98.44	95.29	96.88	19.62	1.2	-3.612	0.193	99.40	97.01	98.23	19.62	6.1	-8.443	0.691	97.68	95.27	96.54	19.62	64.2	-4.081	0.090	99.67	95.77	97.84	19.62	19.57	20.00	0.10	19.62	20.00	0.10
10/26/2021/12:52:12 PM	3009	5	M600	6.7	-4.342	0.116	101.25	96.66	99.10	19.56	1.2	-4.794	0.394	98.19	95.98	97.01	19.56	11.3	-15.408	0.762	97.40	93.73	95.32	19.56	24.9	-1.563	0.013	100.68	96.56	98.76	19.56	6.7	-4.474	0.128	98.22	94.25	96.17	19.61	1.6	-5.143	0.288	98.81	96.21	97.51	19.61	3.3	-4.633	0.418	96.74	94.73	95.66	19.61	72.3	-4.648	0.114	98.91	94.88	96.98	19.61	19.56	20.00	0.10	19.61	20.00	0.10
10/26/2021/1:02:12 PM	3609	6	M600	7.9	-5.321	0.150	100.35	96.87	98.42	19.55	2.3	-9.495	0.758	97.37	94.66	95.99	19.55	5.4	-7.532	0.465	94.91	91.98	93.68	19.55	33.7	-2.280	0.024	100.38	96.28	98.41	19.55	6.5	-4.281	0.147	97.28	93.80	95.39	19.60	1.2	-3.835	0.183	97.98	95.57	96.76	19.60	4.2	-5.803	0.551	95.81	93.87	94.82	19.60	72.0	-4.563	0.114	98.81	94.42	96.18	19.60	19.55	20.00	0.10	19.60	20.00	0.10
10/26/2021/1:12:12 PM	4209	7	M600	2.3	-1.658	0.016	99.87	95.87	97.83	19.54	1.7	-7.100	0.631	95.78	93.40	94.61	19.54	3.7	-5.238	0.283	94.01	91.48	92.68	19.54	22.2	-1.542	0.010	100.22	95.89	98.15	19.54	7.6	-5.023	0.180	96.46	92.89	94.70	19.59	2.3	-7.177	0.465	97.31	94.25	95.78	19.59	5.4	-7.517	0.672	94.94	92.65	93.73	19.59	108.5	-6.854	0.234	97.31	93.33	95.29	19.59	19.54	20.00	0.10	19.59	20.00	0.10
10/26/2021/1:22:12 PM	4809	8	M600	3.9	-2.557	0.049	99.31	95.86	97.38	19.52	2.2	-9.093	0.736	94.60	92.07	93.27	19.52	4.2	-5.745	0.386	93.19	90.41	91.76	19.52	36.6	-2.296	0.030	99.83	95.75	97.82	19.52	5.9	-3.828	0.120	95.54	92.13	94.01	19.58	2.5	-7.803	0.551	96.07	92.94	94.60	19.58	5.0	-6.897	0.654	93.54	91.21	92.51	19.58	124.0	-7.717	0.277	96.31	92.13	94.14	19.58	19.52	20.00	0.10	19.58	20.00	0.10
10/26/2021/1:32:12 PM	5409	9	M600	6.8	-4.521	0.121	98.61	94.89	96.70	19.51	1.5	-6.298	0.573	93.52	91.21	92.20	19.51	3.7	-5.164	0.318	92.18	89.45	90.79	19.51	43.0	-2.811	0.040	99.76	95.42	97.49	19.51	6.1	-4.056	0.139	95.36	91.79	93.27	19.57	2.3	-7.026	0.493	94.52	91.83	93.41	19.57	5.3	-7.363	0.687	92.42	90.11	91.29	19.57	43.3	-2.799	0.046	95.38	91.69	93.36	19.57	19.51	20.00	0.10	19.57	20.00	0.10
10/26/2021/1:42:12 PM	6009	10	M600	6.8	-4.453	0.135	97.76	94.00	95.96	19.51	2.0	-8.023	0.719	92.11	89.78	90.91	19.51	3.5	-4.747	0.296	91.27	88.80	89.96	19.51	44.8	-2.793	0.041	98.81	94.88	97.11	19.51	7.5	-4.811	0.185	93.93	91.02	92.41	19.56	2.7	-8.097	0.579	93.50	90.72	92.07	19.56	5.5	-7.455	0.732	90.97	88.87	89.98	19.56	32.3	-1.974	0.030	94.64	91.26	92.95	19.56	19.51	20.00	0.10	19.56	20.00	0.10
10/26/2021/1:52:12 PM	6609	11	M600	6.8	-4.385	0.129	96.90	93.32	95.09	19.51	1.8	-7.130	0.681	90.87	88.78	89.77	19.51	3.5	-4.683	0.308	90.31	87.90	89.16	19.51	41.8	-2.561	0.037	98.62	94.68	96.70	19.51	7.3	-4.740	0.184	93.22	89.90	91.61	19.56	2.9	-8.969	0.644	92.35	89.29	90.72	19.56	5.9	-8.093	0.747	89.97	87.55	88.70	19.56	59.5	-3.696	0.103	94.11	90.65	92.36	19.56	19.51	20.00	0.10	19.56	20.00	0.10
10/26/2021/2:02:12 PM	7209	12	M600	7.1	-4.610	0.157	96.10	92.92	94.41	19.50	1.6	-6.590	0.638	89.92	87.55	88.61	19.50	5.2	-7.112	0.495	89.57	87.04	88.33	19.50	34.6	-2.175	0.028	98.06	94.35	96.24	19.50	6.1	-4.040	0.138	92.42	89.14	90.84	19.56	3.0	-9.059	0.647	90.65	87.80	89.19	19.56	6.7	-9.173	0.804	88.29	85.94	87.12	19.56	70.6	-4.440	0.135	93.49	90.14	91.64	19.56	19.50	20.00	0.10	19.56	20.00	0.10
10/26/2021/2:12:12 PM	7809	13	M600	6.2	-3.899	0.134	95.40	92.41	93.85	19.50	1.8	-7.242	0.703	88.53	86.43	87.52	19.50	3.3	-4.445	0.296	88.72	86.25	87.46	19.50	24.8	-1.442	0.014	97.57	93.97	95.84	19.50	7.8	-5.043	0.229	91.55	88.48	90.12	19.56	2.8	-8.654	0.650	89.04	86.11	87.71	19.56	19.6	-26.687	0.952	86.66	82.00	84.20	19.56	91.7	-5.657	0.195	92.95	89.19	90.82	19.56	19.50	20.00	0.10	19.56	20.00	0.10
